,floyd_stance,floyd_followup,username,date,text,tweet_id,,,,
12346,0,0,AmericanExpress,5/6/20,"@stefyy_torres thanks for sharing your feedback, we're happy to help! ^A",t1258138084933279751,,,,
12347,0,0,AmericanExpress,5/6/20,"@Ely96467936 hi, is there something our customer care team @AskAmex can try to assist you with? ^A",t1258138023339966470,,,,
12348,0,0,AmericanExpress,5/6/20,"@SchumerAndrew Hi, thanks for sharing. You can use your credits for UberEats but also check out this news: https://t.co/BB3jqaCiOH ^E",t1258104352591446017,,,,
12349,0,0,AmericanExpress,5/6/20,@kellyrocklein Connecting you with our social customer care team @AskAmex to see if they can help look into this. ^E,t1258102923126550529,,,,
12350,0,0,AmericanExpress,5/6/20,@keebs626 Connecting you with @AskAmex to see if they can help. ^E,t1258102747020300288,,,,
12351,0,0,AmericanExpress,5/6/20,@TimeNow321 Looping in @AskAmex to see if there is another option. ^E,t1258101825997344770,,,,
12352,0,0,AmericanExpress,5/6/20,@champben18 Is there something our social customer care team @AskAmex can help with? ^E,t1258023891857006592,,,,
12353,0,0,AmericanExpress,5/6/20,@EllGee15 Connecting you with @AskAmex to help look into this. ^E,t1258023790723940358,,,,
12354,0,0,AmericanExpress,5/6/20,@ajaybharti1985 Connecting you with @AmexIndia to try to assist. ^E,t1258023667512082437,,,,
12355,0,0,AmericanExpress,5/6/20,@YOGE23 Connecting you with @AmexIndia to assist with your question. ^E,t1258023370681171968,,,,
12356,0,0,AmericanExpress,5/6/20,"Our Card Members are turning to contactless payments more than ever, so we raised thresholds for contactless payments in many countries and are reminding merchants signatures are not required at the point of sale. See more in our Digital Payments Survey: https://t.co/pitAWf0w5I https://t.co/v0x1pEBt13",t1258007359550603264,,,,
12357,0,0,AmericanExpress,5/6/20,@dtsaltlakecity We’re happy to hear you are enjoying them. ^E,t1257841908564582402,,,,
12358,0,0,AmericanExpress,5/6/20,@johanna_1581 Please call the number on the back of your Card for assistance. ^E,t1257841574379167746,,,,
12359,0,0,AmericanExpress,5/6/20,@TeamSandy We’re happy to hear you’re enjoying them. ^E,t1257841370447974406,,,,
12360,0,0,AmericanExpress,5/7/20,@llovelyshay Connecting you with our social customer care team @AskAmex to help with your question. ^E,t1258538245178048512,,,,
12361,0,0,AmericanExpress,5/7/20,@MsAlexisWalters Connecting you with @AskAmex to see if they can help. ^E,t1258517763892473856,,,,
12362,0,0,AmericanExpress,5/7/20,@jshickey Looping in @AskAmex to see if they can help look into this. ^E,t1258517351755943937,,,,
12363,0,0,AmericanExpress,5/7/20,@mannsym Connecting you with @AskAmex to try to help. ^E,t1258493992133709828,,,,
12364,0,0,AmericanExpress,5/7/20,@RichellePeralta @HiltonHonors thank you for everything you're doing to help keep us all safe!,t1258465990918262785,,,,
12365,0,0,AmericanExpress,5/7/20,"@PoolGlitter hi, connecting you to our customer care team @AskAmex. ^A",t1258465386342858753,,,,
12366,0,0,AmericanExpress,5/7/20,@mini_juneja1 sorry to hear this. Bringing in @AmexIndia to see if they can help. ^A,t1258465239714185217,,,,
12367,0,0,AmericanExpress,5/7/20,"We may be celebrating Mother’s Day a little differently this year, but it can just be as special. Here’s how to have Mom’s big day at home while supporting small businesses. Macaroni picture frame optional. #ShopSmall #StayHome https://t.co/RA3y7xNzyM",t1258444166771757056,,,,
12368,0,0,AmericanExpress,5/7/20,"With may be celebrating Mother’s Day a little differently this year, but it can just be as special. Here’s how to have Mom’s big bay at home while supporting small businesses. Macaroni picture frame optional. #StayHome #ShopSmall https://t.co/Q2RVOgcT63",t1258441752530337799,,,,
12369,0,0,AmericanExpress,5/7/20,"@SrinathRdy hi, connecting you to @AmexIndia for assistance. ^A",t1258407985388322817,,,,
12370,0,0,AmericanExpress,5/7/20,"@SchumerAndrew hi, looping in @AskAmex to provide more information. ^A",t1258406545693593600,,,,
12371,0,0,AmericanExpress,5/8/20,@rtjagk Hi please check out these FAQs about travel impacted by COVID19: https://t.co/RZvgaGNPRl ^E,t1258872700715651073,,,,
12372,0,0,AmericanExpress,5/8/20,@MikeBorys Connecting you with our social customer care team @AskAmex to see if they can help look into this. ^E,t1258833939466260481,,,,
12373,0,0,AmericanExpress,5/8/20,@ScottToddTech You're welcome. Check out the full announcement: https://t.co/BiMoasmY7Z ^E,t1258826442319761410,,,,
12374,0,0,AmericanExpress,5/8/20,"@eledawva Hi, if you have questions about your account please give us a call so we can help. ^E",t1258821978741518337,,,,
12375,0,0,AmericanExpress,5/8/20,@madmaxlax Please give us a call to discuss your account. Also wanted to ensure you saw this news: https://t.co/IHFWA0kDsP ^E,t1258821246382477314,,,,
12376,0,0,AmericanExpress,5/8/20,@Sophisticated1_ Connecting you with @AskAmex to see if they can help look into this for you. ^E,t1258814056041000968,,,,
12377,0,0,AmericanExpress,5/8/20,@jaxsantangelo Looping in @AskAmex to see if they can assist. ^E,t1258813696547213313,,,,
12378,0,0,AmericanExpress,5/8/20,@jauyhamgther Please call us using the number on the the back of your Card for assistance. ^E,t1258779543785086978,,,,
12379,0,0,AmericanExpress,5/8/20,@AndrewStovall15 Connecting you with @AskAmex to help. ^E,t1258779400163786754,,,,
12380,0,0,AmericanExpress,5/8/20,@AlizaMannAuthor Connecting you with @AskAmex to try to assist. ^E,t1258778120305479680,,,,
12381,0,0,AmericanExpress,5/8/20,@RockinPins Please call us so we can discuss your question. ^E,t1258777528698900486,,,,
12382,0,0,AmericanExpress,5/8/20,@johnjosephcomic Connecting you with @AskAmex to help look into this ^E,t1258775997001990145,,,,
12383,0,0,AmericanExpress,5/8/20,@EricaEGroom1 Connecting you with our customer care team @AskAmex for support. ^E,t1258775750615973889,,,,
12384,0,0,AmericanExpress,5/8/20,@klienomad5 Connecting you with @AskAmex to assist with your question. ^E,t1258715747846676482,,,,
12385,0,0,AmericanExpress,5/8/20,@donsgal Please call the number on the back of your Card for assistance. ^E,t1258715512990846978,,,,
12386,0,0,AmericanExpress,5/8/20,@JeremyDeMello Thank you for the shout-out ^E,t1258715354693500928,,,,
12387,0,0,AmericanExpress,5/9/20,@TharoOk1387 Looping in @AskAmex to assist. ^E,t1259261320555302920,,,,
12388,0,0,AmericanExpress,5/9/20,@PA_BCH Please call Amex Travel - you can find the details at https://t.co/ViG89YqWrl thanks ^E,t1259261142037389314,,,,
12389,0,0,AmericanExpress,5/9/20,@shikshasingh94 Connecting you with @AmexIndia to try to assist ^E,t1259209718939205634,,,,
12390,0,0,AmericanExpress,5/9/20,@arunSak2 CC’ing @AskAmex to help with your question. ^E,t1259170852496707590,,,,
12391,0,0,AmericanExpress,5/9/20,@arunSak2 Please give us a call so we can try to help. ^E,t1259150364919713792,,,,
12392,0,0,AmericanExpress,5/9/20,@rtjagk Please call AmexTravel for assistance with your booking. ^E,t1259087909812088833,,,,
12393,0,0,AmericanExpress,5/9/20,@DesireT94080911 We know it is frustrating but call volumes are very high. Please try again at a later time. ^E,t1259087612029079552,,,,
12394,0,0,AmericanExpress,5/9/20,@Adrian_Benepe Please fwd to spoof@americanexpress.com thanks ^E,t1259087471708700672,,,,
12395,0,0,AmericanExpress,5/9/20,"@lola0965 Hi, please give us a call so we can help look into this. ^E",t1259087212488073216,,,,
12396,0,0,AmericanExpress,5/10/20,"@uhnet thanks for the kind words, we're happy to assist! ^A",t1259486621923258368,,,,
12397,0,0,AmericanExpress,5/10/20,"@Cotterbrenda1 hi, connecting you to our customer care team @AskAmex. ^A",t1259486356520218627,,,,
12398,0,0,AmericanExpress,5/10/20,"Today, let’s take a moment to celebrate all of the wonderful moms and mother figures in our lives. A big thank you as well to the #TeamAmex moms. #HappyMothersDay https://t.co/LLfy9qsACz",t1259476279906242560,,,,
12399,0,0,AmericanExpress,5/10/20,@CustomerTrash Connecting you with @AskAmex to try to help. ^E,t1259440285672669184,,,,
12400,0,0,AmericanExpress,5/11/20,@gryphonshafer Thank you for the kind words. ^E,t1259937725664374784,,,,
12401,0,0,AmericanExpress,5/11/20,@NickelsDimes17K Connecting you with @AskAmex to help. ^E,t1259937396256366593,,,,
12402,0,0,AmericanExpress,5/11/20,"@AustenGeorge2 hi, connecting you to our customer care team @AskAmex. ^A",t1259926166804316160,,,,
12403,0,0,AmericanExpress,5/11/20,"@LolipopPom hi, connecting you to our customer care team @AskAmex. ^A",t1259924764120006659,,,,
12404,0,0,AmericanExpress,5/11/20,"@moh_sidd you're welcome, we're here for you. ^A",t1259924339278970893,,,,
12405,0,0,AmericanExpress,5/11/20,We’ve teamed up with @hilton to provide healthcare professionals a free place to stay and are supporting @wckitchen to give them a fresh meal. Make a meal donation here: https://t.co/JwwlJdabzZ. https://t.co/jSMvM3OyBY,t1259892152626221057,,,,
12406,0,0,AmericanExpress,5/11/20,"#StandforSmall is a one stop shop with resources, offers, and tools to get small businesses back to business, from a growing group of companies who want to help. Visit https://t.co/TrgXCHM3uU #SmallBusiness https://t.co/LrTsTpYqhV",t1259891020432539651,,,,
12407,0,0,AmericanExpress,5/11/20,"@annieamarshall @ewarren @RepKatiePorter hi, connecting you to our customer care team @AskAmex. ^A",t1259886543524806656,,,,
12408,0,0,AmericanExpress,5/11/20,@Ralgc361 sorry to hear this. Is there something @AskAmex can try to assist you with? ^A,t1259862755672231936,,,,
12409,0,0,AmericanExpress,5/12/20,"@johnnybhoode Hi, is there something our social customer care team @AskAmex can help with? ^E",t1260295722618032132,,,,
12410,0,0,AmericanExpress,5/12/20,@BrianSilva78 Please call the number on the back of your Card so we can help look into this. ^E,t1260294216397271040,,,,
12411,0,0,AmericanExpress,5/12/20,@ricklove86 Bringing in our social customer care team @AskAmex to help answer your question. ^E,t1260249561764855812,,,,
12412,0,0,AmericanExpress,5/12/20,"@c_stapes We understand your concerns &amp; are working to provide our Card Members w/ more value &amp; support during this unprecedented time. In the meantime, should you have any Qs or concerns about your Card account, we encourage you to call us to discuss potential options available to you. ^E",t1260221162581262336,,,,
12413,0,0,AmericanExpress,5/12/20,"@DebbieMcMannis We'll work together to find a solution, such as payment options or available financial hardship programs. You can speak w/ our Customer Care team by calling the number on the back of your card, chatting online at https://t.co/LLAupHloM6 or tweeting us @AskAmex. ^E",t1260216935058374656,,,,
12414,0,0,AmericanExpress,5/12/20,@Muloongo Thanks for the kind words. ^E,t1260173265835896834,,,,
12415,0,0,AmericanExpress,5/12/20,@hari98280930 Connecting you with @AmexIndia to try to assist. ^E,t1260173123846012929,,,,
12416,0,0,AmericanExpress,5/12/20,@ryan1700 Please call the number on the back of your Card so we can look into this. ^E,t1260172947802726400,,,,
12417,0,0,AmericanExpress,5/12/20,@AlastairMeeks Bringing in @AskAmexUK to help look into this. ^E,t1260172694819135488,,,,
12418,0,0,AmericanExpress,5/12/20,@SaulWaksman Connecting you with @AskAmex to try to help. ^E,t1260002367329665028,,,,
12419,0,0,AmericanExpress,5/13/20,"@Kuku0l3m4 hi, connecting you to our customer care team @AskAmex. ^A",t1260631920649658369,,,,
12420,0,0,AmericanExpress,5/13/20,"@RosestLuv hi, connecting you to our customer care team @AskAmex to see if they can look into this. ^A",t1260613641923170304,,,,
12421,0,0,AmericanExpress,5/13/20,"@koudsi_zena @DeltaSkyMiles hi, connecting you to our customer care team @AskAmex for assistance. ^A",t1260613092066627587,,,,
12422,0,0,AmericanExpress,5/13/20,@numidian1912 sorry to hear this. Bringing in @AskAmex to see if they can help. ^A,t1260588637965692932,,,,
12423,0,0,AmericanExpress,5/14/20,"@brown0361 hi, looping in @AskAmex. ^A",t1261067552471556096,,,,
12424,0,0,AmericanExpress,5/14/20,@AnnKThomas sorry to hear this. Connecting you to our customer care team @AskAmex. ^A,t1261066955521437696,,,,
12425,0,0,AmericanExpress,5/14/20,"For fast, secure payments when you need it most, pay with your American Express® contactless Card or digital wallet to avoid exchanging cards, signing receipts, and touching surfaces. To learn more about contactless payments and how to get started, visit https://t.co/OLVemwQrh1. https://t.co/feNYV1n1nO",t1261048958094376961,,,,
12426,0,0,AmericanExpress,5/14/20,@ericlaw please fwd this url to spoof@americanexpress.com so we can look into it. ^E,t1261031267006644226,,,,
12427,0,0,AmericanExpress,5/14/20,@webrendyn Looping in @AskAmex to see if they can help look into this. ^E,t1261031102770229277,,,,
12428,0,0,AmericanExpress,5/14/20,@Diesel_Engine81 Please give us a call so we can help look into this. ^E,t1260985618961780740,,,,
12429,0,0,AmericanExpress,5/14/20,@thefittnerd Looping in @AskAmex to help look into this. ^E,t1260984327531347971,,,,
12430,0,0,AmericanExpress,5/14/20,@VersaceSamurai Thanks for letting us know. We're happy to hear you're enjoying being a Card Member. ^E,t1260984218424881154,,,,
12431,0,0,AmericanExpress,5/14/20,@getthept Please call the number on the back of your Card or log into your account to report the fraud and request a new Card. ^E,t1260943611136524288,,,,
12432,0,0,AmericanExpress,5/14/20,@lexsikole Connecting you with our social customer care team @AskAmex to try to help. ^E,t1260943337026134019,,,,
12433,0,0,AmericanExpress,5/15/20,@ethanboudreaux Connecting you with @AskAmex to help look into this. ^E,t1261416346471903232,,,,
12434,0,0,AmericanExpress,5/15/20,Earn brownie points with your S.O. by planning a date night at home while supporting local businesses. #ShopSmall #StayHome https://t.co/RwCQkshxUt,t1261372761756389378,,,,
12435,0,0,AmericanExpress,5/15/20,"@BenFenlon hi, looping in @AmexCanada to see if they can help. ^A",t1261371396187394050,,,,
12436,0,0,AmericanExpress,5/15/20,"@CathyLeslie10 hi, connecting you to @AskAmex. ^A",t1261341215489798144,,,,
12437,0,0,AmericanExpress,5/15/20,@sharlaj23 sorry to hear this. Is there something @AskAmex can try to assist you with? ^A,t1261264574046707713,,,,
12438,0,0,AmericanExpress,5/15/20,"@StreamGawd1007 hi, adding @AskAmex to provide more information. ^A",t1261264273583603712,,,,
12439,0,0,AmericanExpress,5/15/20,@thebellabrand thank you for sharing your feedback! We've got your back. ^A,t1261263668861435904,,,,
12440,0,0,AmericanExpress,5/15/20,@apu0621 sorry to hear this. Is there something @AskAmex can try to assist you with? ^A,t1261263344834576386,,,,
12441,0,0,AmericanExpress,5/15/20,"@ChetanMK25 hi, connecting you to @AmexIndia for assistance. ^A",t1261262899697389570,,,,
12442,0,0,AmericanExpress,5/16/20,@SENSEIHTX Connecting you with @AskAmex to try to help. ^E,t1261715814476066816,,,,
12443,0,0,AmericanExpress,5/16/20,"Explore the world of entertainment, sports &amp; culture from the comfort of home with Virtual Experiences on our #AmexExperiences site. Watch performances by top artists, highlights from classic games, award-winning theater &amp; more from our partners: https://t.co/d6WzCgzCYl. https://t.co/Jx0nhmUSL4",t1261687874161987586,,,,
12444,0,0,AmericanExpress,5/16/20,@RoshGhimire Connecting you with @AskAmex to try to help. ^E,t1261684338976010240,,,,
12445,0,0,AmericanExpress,5/16/20,@alexcamposd90 Please call the number on the back of your Card for assistance. ^E,t1261603792639930368,,,,
12446,0,0,AmericanExpress,5/16/20,@dheerajbatra11 Connecting you with @AmexIndia to help with your question. ^E,t1261603589161725954,,,,
12447,0,0,AmericanExpress,5/16/20,@jfrappier Connecting you with @AskAmex to assist. ^E,t1261603404939395072,,,,
12448,0,0,AmericanExpress,5/16/20,@JoshMKB24 This may be a phishing attempt. Please fwd to spoof@americanexpress.com. If you have questions about your account please call the number on the back of your Card or chat with us in the official amex app. ^E,t1261603196578992129,,,,
12449,0,0,AmericanExpress,5/16/20,@_empressLA Connecting you with @AskAmex to try to help. ^E,t1261602517236023296,,,,
12450,0,0,AmericanExpress,5/16/20,@AlokRan65274481 Looping in @AmexIndia to assist. ^E,t1261602263300288512,,,,
12451,0,0,AmericanExpress,5/17/20,@yonah_og Connecting you with @AskAmex to try to help. ^E,t1262019085606453249,,,,
12452,0,0,AmericanExpress,5/17/20,@OceanGrand2 Connecting you with @AskAmex to help. ^E,t1262018942698229761,,,,
12453,0,0,AmericanExpress,5/17/20,"@PaulChantler hi Paul, connecting you to @AskAmexUK to see if they can look into this. ^A",t1261991371558322176,,,,
12454,0,0,AmericanExpress,5/18/20,@ARTYOM1013 Looping in @AskAmex to help with your question. ^E,t1262533262230028289,,,,
12455,0,0,AmericanExpress,5/18/20,@StoneGtoo Looping in @AskAmex to try to look into this. ^E,t1262481774543806466,,,,
12456,0,0,AmericanExpress,5/18/20,@SmoothBird Connecting you with @AskAmex to see if they can help answer your question. ^E,t1262481628544172032,,,,
12457,0,0,AmericanExpress,5/18/20,"@PokerCookieM Hi, please call the number on the back of your Card so we can try to help. ^E",t1262481503428268032,,,,
12458,0,0,AmericanExpress,5/18/20,@amberwavesusa Thank you for sharing. ^E,t1262481366257631233,,,,
12459,0,0,AmericanExpress,5/18/20,@Witthesauce sorry to hear this. Is there something @AskAmex can try to assist you with? ^A,t1262452374960029697,,,,
12460,0,0,AmericanExpress,5/18/20,Enjoy the look at home with the purchase of the LMD x Amex Flower Flash box from @lewismillerdesign &amp,t1262432518466387968,9.75E+18,,,
12461,0,0,AmericanExpress,5/18/20,Front line responders continue to go above and beyond. We partnered with @LewisMillerDesign to bring them a moment of joy. See how it all came together and check out the next tweet for how you can enjoy the look at home. https://t.co/wSrsvw4jcy,t1262432473818030080,,,,
12462,0,0,AmericanExpress,5/18/20,"Hear from Amex CEO Steve Squeri about how the company is prioritizing the safety of colleagues while preparing for an eventual return to the office, including plans to use office buildings as alternative workplaces for colleagues. https://t.co/oWkVbmzEO6",t1262378951646863361,,,,
12463,0,0,AmericanExpress,5/19/20,@JimmyPatronis please send to spoof@americanexpress.com thanks ^E,t1262857057008574464,,,,
12464,0,0,AmericanExpress,5/19/20,"Take a moment to breathe and reset. Enjoy a complimentary year of a @calm  Premium Membership for eligible Card Members. Guided meditations, Sleep Stories and more are just a few taps away. Terms apply. Learn more and sign up here: https://t.co/XEqMSSnhfx. https://t.co/OfFuX6xhwz",t1262818154142711809,,,,
12465,0,0,AmericanExpress,5/19/20,@ccbtcolumbus Connecting you with @AskAmex to try to help. ^E,t1262796427585036297,,,,
12466,0,0,AmericanExpress,5/19/20,@hovmatic Thanks for the shout-out. ^E,t1262795854743842817,,,,
12467,0,0,AmericanExpress,5/19/20,@donnabolduc_ Sorry to hear this. Please have him reach out so we can help look into this. ^E,t1262795667686264833,,,,
12468,0,0,AmericanExpress,5/19/20,"Join us tonight at 8pm ET for an unforgettable #AmexExperiences livestream with the #JaggedLittleBroadway family! Click here for more information about “You Live, You Learn: A Night With @Alanis &amp; @JaggedMusical” https://t.co/mz4LD43PYo https://t.co/BaZH6duRei",t1262775032947900421,,,,
12469,0,0,AmericanExpress,5/19/20,@scottjal Connecting you with @AskAmex to help look into this. ^E,t1262758741784457222,,,,
12470,0,0,AmericanExpress,5/19/20,@bills_423 Please call the number on the back of your Card for assistance. ^E,t1262758337755541505,,,,
12471,0,0,AmericanExpress,5/19/20,@Young_Dennis10 For assistance please call the number on your Card. ^E,t1262758197510565889,,,,
12472,0,0,AmericanExpress,5/19/20,@TheRealTracy37 Please give us a call again using the number on the back of your Card so we can help look into this. ^E,t1262711403393306624,,,,
12473,0,0,AmericanExpress,5/19/20,@MoonEmperress13 Looping in @AskAmex to try to help. ^E,t1262710810666840064,,,,
12474,0,0,AmericanExpress,5/20/20,@Stephanos905 Looping in @AskAmex to try to help. ^E,t1263216178320887810,,,,
12475,0,0,AmericanExpress,5/20/20,@cjacks1984 Please call the number on the back of your Card for assistance. ^E,t1263215904743186432,,,,
12476,0,0,AmericanExpress,5/20/20,"@alextbarclay thanks for the kind words, we're happy to help. ^A",t1263183220700577794,,,,
12477,0,0,AmericanExpress,5/20/20,"ICYMI: You can still catch last night’s #AmexExperiences livestream with the #JaggedLittleBroadway family! Click here to watch “You Live, You Learn: A Night With @Alanis &amp; @JaggedMusical” now: https://t.co/nk4cN5cYvd https://t.co/NYK0tV5LjU",t1263137417999024129,,,,
12478,0,0,AmericanExpress,5/20/20,"From ordering food to the latest work-from-home tech, we’ve got your back. Get additional Membership Rewards® points per eligible dollar spent by using your enrolled Card at these great brands and more. Enroll now at https://t.co/72kjdNVoWM. Terms apply. https://t.co/8CabyYdctf",t1263107215646474240,,,,
12479,0,0,AmericanExpress,5/20/20,"@Biomazing hi, connecting you to our customer care team @AskAmex. ^A",t1263077451376275457,,,,
12480,0,0,AmericanExpress,5/20/20,@luckstrukk you're welcome! ^A,t1262895993198166017,,,,
12481,0,0,AmericanExpress,5/21/20,"@gardner_rake hi, connecting you to our customer care team @AskAmex. ^A",t1263594777372553217,,,,
12482,0,0,AmericanExpress,5/21/20,@1995hoo Connecting you with our social customer care team @AskAmex to help with your question. ^E,t1263544154086350849,,,,
12483,0,0,AmericanExpress,5/21/20,@Mohammed_Nisar It may be a phishing attempt. If you do not have an account with us please fwd the emails to spoof@americanexpress.com. If you do have an account with us we've cc'd @AmexIndia to provide additional support. ^E,t1263527727539408896,,,,
12484,0,0,AmericanExpress,5/21/20,@lbcapt Looping in @AskAmex to help look into this for you. ^E,t1263527127187623936,,,,
12485,0,0,AmericanExpress,5/21/20,@lexi_kim_19 Please call Serve customer care using the number on the back of your Card for assistance. ^E,t1263526073503023108,,,,
12486,0,0,AmericanExpress,5/21/20,"Lavender Label has shifted their supply chains to be able to provide customers with essential household basics like hand sanitizer, all-purpose cleaners, and face masks. Tell us about your fave places in NYC to #ShopSmall from home! #AmexWelcomed https://t.co/PT9UiFUwiE",t1263513861447180288,,,,
12487,0,0,AmericanExpress,5/21/20,.@squarerootsgrow in Brooklyn has expanded their partnership with local nonprofit @rethinkfoodnyc to donate produce every week to feed New Yorkers who are in need during this time. https://t.co/SSnk7ZoLJZ,t1263513845848514562,,,,
12488,0,0,AmericanExpress,5/21/20,"String Thing Studio in Brooklyn has started a loyalty program amidst social distancing, which allows customers to subscribe to monthly yarn orders delivered to their homes and are also conducting virtual shopping appointments. https://t.co/go2FsbdCtp",t1263513784884301825,,,,
12489,0,0,AmericanExpress,5/21/20,Small businesses are always there for us. Now it's our chance to be there for them. We’re proud to #ShopSmall and shine a light on a few #NYC businesses that are adapting to the needs of their communities. https://t.co/WaDg3P6CKV,t1263513774306267137,,,,
12490,0,0,AmericanExpress,5/21/20,"To continue backing the nonprofit leaders driving positive change, we’re proud to award Prakash Tyagi the 2020 Amex Leadership Academy Alumni Award. Learn more about his India-based organization GRAVIS. #amexleads https://t.co/yP7dDJjBDk https://t.co/1e7bcZdBX7",t1263494000872472576,,,,
