,floyd_stance,floyd_followup,username,date,text,tweet_id,,,,,,
18619,0,0,Google,5/4/20,📈 A thread on Search trends: From dance challenges 🎶 to trampoline dunks 🏀 to shredded chicken🐔 — here’s what the world is searching for this week. https://t.co/3rw6rJZO3L,t1257379019479285761,,,,,,
18620,0,0,Google,5/4/20,"@shapednoise Hi, there. That's not the experience we'd like you to have. Can you follow us and let us know when you have so that we can get some details and look into this further?",t1257377562684252162,,,,,,
18621,0,0,Google,5/4/20,@nomiSEZ Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257369463239868416,,,,,,
18622,0,0,Google,5/4/20,@dulmarfarah Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257366256799363078,,,,,,
18623,0,0,Google,5/4/20,@RohitAn61743215 Hi Rohit. Let's see what we can do to help. Look out for a DM with next steps.,t1257365139898208258,,,,,,
18624,0,0,Google,5/4/20,"@EmmaLuginbuhl Hi Emma. If you didn't request this code, you can ignore it. More info: https://t.co/4eap2FuXNG. Hope that helps.",t1257364294745890819,,,,,,
18625,0,0,Google,5/4/20,@sandeep18427108 Hi Sandeep. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257361946938089479,,,,,,
18626,0,0,Google,5/4/20,"@asfenichel Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257361391385706496,,,,,,
18627,0,0,Google,5/4/20,@AddisonNeikirk Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257360319522967552,,,,,,
18628,0,0,Google,5/4/20,"@OGoofster Hi there. Are you getting a specific error message while trying to sign into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257359613764292610,,,,,,
18629,0,0,Google,5/4/20,"@mako_kobi Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",t1257359354216566787,,,,,,
18630,0,0,Google,5/4/20,"@SideBxz Hi Yousef. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257358740279513101,,,,,,
18631,0,0,Google,5/4/20,@NirmalKumr4 Hi Nirmal. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257354930387648513,,,,,,
18632,0,0,Google,5/4/20,"@Apoorvak13 Hi Apoorvak. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257354108282994688,,,,,,
18633,0,0,Google,5/4/20,"@Jo_Bevan_8 Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257353801566228482,,,,,,
18634,0,0,Google,5/4/20,@MindblowinG_MP Hi Milan. Let's see what we can do to help. Look out for a DM with next steps.,t1257353352725348354,,,,,,
18635,0,0,Google,5/4/20,@chi_boi_redd Hi there. This guide may help restore your contacts: https://t.co/sv8TAQ0Q0u. Let us know!,t1257352288265555969,,,,,,
18636,0,0,Google,5/4/20,@_britneytorres Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257351744566288384,,,,,,
18637,0,0,Google,5/4/20,"@JW_PokeBlog Hi again. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257348085455491072,,,,,,
18638,0,0,Google,5/4/20,"@HeatherLow10 Hi Heather. Without revealing your email address, tell us more about what's going on with your Google account. We'll see what we can do to help.",t1257347400110309376,,,,,,
18639,0,0,Google,5/4/20,"@SPLally Hi there. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257346798194241541,,,,,,
18640,0,0,Google,5/4/20,"@Grappler_senpai Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257346320001568768,,,,,,
18641,0,0,Google,5/4/20,@akashaaxena96 We do want to help. Are you following @Google on Twitter? Try unfollowing &amp; following again. Let us know once you have.,t1257342056315400193,,,,,,
18642,0,0,Google,5/4/20,"@mistimai Hi Misti. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257339857183145985,,,,,,
18643,0,0,Google,5/4/20,@binaryfiend You're welcome. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb.,t1257338367785799680,,,,,,
18644,0,0,Google,5/4/20,"@jerryfrankson Mind if we jump in, Jeremy? We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.",t1257337511019515906,,,,,,
18645,0,0,Google,5/4/20,@_minnhyeokk You're welcome! Feel free to reach out if you have any other Google account questions in the future.,t1257336977176670209,,,,,,
18646,0,0,Google,5/4/20,@the_warrior__ Hmm. Let's see what we can do to help. Look out for a DM with next steps.,t1257335853095010310,,,,,,
18647,0,0,Google,5/4/20,@802Roy Hi Roy. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257328636648214529,,,,,,
18648,0,0,Google,5/4/20,"Searches for “how to teach from home” peaked in 2020. Here’s to all who ensure learning continues. #teacherappreciationweek.

Check out our Teach From Home resources at https://t.co/P8eZ7yab9w https://t.co/JDu14Ey25d",t1257326183101980673,,,,,,
18649,0,0,Google,5/4/20,@alicesmith1000 You're welcome. We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMsbBD.,t1257317895702368260,,,,,,
18650,0,0,Google,5/4/20,"@itsritaaaaa Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1257317390460698624,,,,,,
18651,0,0,Google,5/4/20,"@AC_Cndrm Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8Xb9IHH.",t1257314966547226626,,,,,,
18652,0,0,Google,5/4/20,@subhonita27 We do want to help. Are you following @Google on Twitter? Try unfollowing &amp; following again. Let us know once you have.,t1257314436630450177,,,,,,
18653,0,0,Google,5/4/20,"@the_warrior__ Hi Josephraj. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccS37R? These tips may help: https://t.co/UHHuDdboid. Let us know.",t1257310597210755077,,,,,,
18654,0,0,Google,5/4/20,"@AunDhrae Hi there. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8Xb9IHH.",t1257308959511162884,,,,,,
18655,0,0,Google,5/4/20,"@nasiryusuf_ Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1257308585572200454,,,,,,
18656,0,0,Google,5/4/20,"@7Miee Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8Xb9IHH.",t1257306947964989441,,,,,,
18657,0,0,Google,5/4/20,"@MARKLUVZONE Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1257303798994931713,,,,,,
18658,0,0,Google,5/4/20,@gurleen_1212 Hi Gurleen. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257302075442159616,,,,,,
18659,0,0,Google,5/4/20,@shivakad Glad to know you're back in. Feel free to reach out if you have any other Google account questions in the future.,t1257290974562340865,,,,,,
18660,0,0,Google,5/4/20,@universalunity3 Hi there. This guide may help recover your account: https://t.co/cmG49R4sWa.,t1257280172228775937,,,,,,
18661,0,0,Google,5/4/20,"@NicolasBedard1 Hi Nicolas. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257279794384904193,,,,,,
18662,0,0,Google,5/4/20,@Mrigendra_mrig Hi Mrigendra. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257279459583025152,,,,,,
18663,0,0,Google,5/4/20,"@AdarshThiya Hi Adarsh. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/nrurccAsgj.",t1257278883885387776,,,,,,
18664,0,0,Google,5/4/20,@VodkaShanberry Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257278670244364289,,,,,,
18665,0,0,Google,5/4/20,@MarionXbros You're welcome. We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMJN0d.,t1257278456871747586,,,,,,
18666,0,0,Google,5/4/20,@SpeedDemon153 Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257277981959086087,,,,,,
18667,0,0,Google,5/4/20,@AsitChoukidar Hi Asit. Let's see what we can do to help. Look out for a DM with next steps.,t1257256761851031552,,,,,,
18668,0,0,Google,5/4/20,@crackedzyon Hmm. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Keep us posted.,t1257256368014229504,,,,,,
18669,0,0,Google,5/4/20,@ExpertNeeds Hi there. Try recovering your username here: https://t.co/TycdhNj4H9. You will need to know the name on the account and one of the recovery options to recover your username. Hope this helps.,t1257255991500046336,,,,,,
18670,0,0,Google,5/4/20,"@AlphaFunction_ Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",t1257254101542453248,,,,,,
18671,0,0,Google,5/4/20,@HenryProfessor Hi there. Do you have 2-Step Verification enabled? Try these tips if your code isn't arriving: https://t.co/iFT0OBqbkN. Hope this helps.,t1257253861741527042,,,,,,
18672,0,0,Google,5/4/20,@rzk33844819 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257253598645358593,,,,,,
18673,0,0,Google,5/4/20,"@TheTransitMan81 Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1257253028656230403,,,,,,
18674,0,0,Google,5/4/20,@TiaraVae Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257252796203704320,,,,,,
18675,0,0,Google,5/4/20,"@bishara_babish Hi Bishara. Just to confirm, are you still able to sign into your account? Let us know.",t1257251749016080386,,,,,,
18676,0,0,Google,5/4/20,"@ArchieBoiUwU Mind if we jump in? Just to confirm, are you still able to sign into your Google account? Let us know.",t1257251212212219904,,,,,,
18677,0,0,Google,5/4/20,"@MuscleCarRC Hi there. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257249224938446850,,,,,,
18678,0,0,Google,5/4/20,@AkshaySigger Hi Akshay. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257241806967889922,,,,,,
18679,0,0,Google,5/4/20,@MoniNextDoor Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257240774770675712,,,,,,
18680,0,0,Google,5/4/20,@tcarlione Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257240499901075457,,,,,,
18681,0,0,Google,5/4/20,@annassaleem28 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,t1257240136787648513,,,,,,
18682,0,0,Google,5/4/20,@mashrurmobin Hi Mashrur. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257239782616444928,,,,,,
18683,0,0,Google,5/4/20,"@UmamaLeaks Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1257239553561243648,,,,,,
18684,0,0,Google,5/4/20,@ciroiriarte Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257239262015172609,,,,,,
18685,0,0,Google,5/4/20,@talkingspinach Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257237853047795713,,,,,,
18686,0,0,Google,5/4/20,@SatyaranjanGha6 Hi Satyaranjan. Let's see what we can do to help. Look out for a DM with next steps.,t1257235829514293249,,,,,,
18687,0,0,Google,5/4/20,"@knows_stan Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1257235402244718592,,,,,,
18688,0,0,Google,5/4/20,"@Rennsie Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1257235148350914560,,,,,,
18689,0,0,Google,5/4/20,"@SalemDhulaie Hi Salem. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257234482018557953,,,,,,
18690,0,0,Google,5/4/20,@GmyzenskiArt Hi there. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257232518622961664,,,,,,
18691,0,0,Google,5/4/20,"@aaranspencil Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257232110894682112,,,,,,
18692,0,0,Google,5/4/20,@LovenessNtswalo Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257229988669030403,,,,,,
18693,0,0,Google,5/4/20,@Gen_Connolly Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257227342063325187,,,,,,
18694,0,0,Google,5/4/20,@weedo_ Hi Sante. Try these tips if you're having issues with 2-Step Verification: https://t.co/iFT0OBqbkN. Keep us posted.,t1257226774636789760,,,,,,
18695,0,0,Google,5/4/20,@cavacaxke Hi Shara. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257224761840672768,,,,,,
18696,0,0,Google,5/4/20,@rajdks2295 Hi there. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Keep us posted.,t1257224133856952321,,,,,,
18697,0,0,Google,5/4/20,@booka1997 Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257214701550927872,,,,,,
18698,0,0,Google,5/4/20,"@areum_dowoon Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1257214398176923649,,,,,,
18699,0,0,Google,5/4/20,"@boricua11221 Thanks for raising this issue, Khive. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",t1257214059956645889,,,,,,
18700,0,0,Google,5/4/20,@Debsourabh You're welcome! We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMJN0d.,t1257213297566384128,,,,,,
18701,0,0,Google,5/4/20,@DreamyyLou Hi there. Is this an education account? We suggest contacting your school's IT admin for next steps.,t1257197773893652480,,,,,,
18702,0,0,Google,5/4/20,@techtalksandmor Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257194392236023808,,,,,,
18703,0,0,Google,5/4/20,"@wolorsdotcom Hi there. Just to confirm, have you already tried recovering your account by completing the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257170247808925696,,,,,,
18704,0,0,Google,5/4/20,@FluffiKitty Mind if we jump in? We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257168975596851201,,,,,,
18705,0,0,Google,5/4/20,@MohitMishra20 Hi Mohit. Let's see what we can do to help. Look out for a DM with next steps.,t1257167776445317124,,,,,,
18706,0,0,Google,5/4/20,@AditiGupta1609 Hi Aditi. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257163843664588802,,,,,,
18707,0,0,Google,5/4/20,@AveryCaseyx Hi Vanessa. Try recovering your username here: https://t.co/TycdhNj4H9. You will need to know the name on the account and one of the recovery options to recover your username. Hope this helps.,t1257159185613062144,,,,,,
18708,0,0,Google,5/4/20,"@Pimpy3000 Thanks for raising this issue, Marie. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",t1257158828224888832,,,,,,
18709,0,0,Google,5/4/20,"@Travell95661207 Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257158307388760069,,,,,,
18710,0,0,Google,5/4/20,"@antisubliminal Thanks for raising this issue, Pedro. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",t1257157720253349888,,,,,,
18711,0,0,Google,5/4/20,"@jonasxclifford Hi Sophie. Just to confirm, are you still able to sign into your account? Let us know.",t1257155816324554753,,,,,,
18712,0,0,Google,5/4/20,"@SEHUNCEPTI0N Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257155318687191042,,,,,,
18713,0,0,Google,5/4/20,@syagabs Hi Abhishek. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257153552331558912,,,,,,
18714,0,0,Google,5/4/20,"@Neko_chaaaaann Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1257153223166701568,,,,,,
18715,0,0,Google,5/5/20,@SC_TOTY @GoogleForEdu https://t.co/SWmkbb0jxZ,t1257782370528186368,,,,,,
18716,0,0,Google,5/5/20,"@KrisMercury Hi. Even if you went over your quota, your Google account is still active and no files will be deleted. Learn more about what happens when your plan is cancelled here: https://t.co/WnOY6KXFjl. You can renew your membership at https://t.co/KyjQlYliQl. Hope that help!",t1257778344797626368,,,,,,
18717,0,0,Google,5/5/20,"Everyone wins with this bingo card – students, teachers and parents. 

We love to see how you all are staying creative while you #stayhome. https://t.co/rmBQidZn9s",t1257755415573491712,,,,,,
18718,0,0,Google,5/5/20,@MLBNetwork Now that's how you win at backyard baseball 🏡⚾ #staycreative,t1257754950639259650,,,,,,
18719,0,0,Google,5/5/20,"@MLBNetwork It doesn’t take a @mlb pro to play, but it’s nice to get these pro tips. ⚾ 💪",t1257751241888849921,,,,,,
18720,0,0,Google,5/5/20,@MLBNetwork Play ball! You can still have fun while you #stayhome with some curiosity and a quick search. ⚾,t1257751109000716289,,,,,,
18721,0,0,Google,5/5/20,"@FirstInStLouis Thanks for sharing your classroom's virtual day at the aquarium, Miss St. Louis! 👀 spy at least one scuba diver.",t1257751108967182336,,,,,,
18722,0,0,Google,5/5/20,"Like many of us, Googlers Alan Mclean and Jennifer Daniel are navigating their new at-home life balancing work and family. They’ve found that being compassionate with themselves and others has helped—and maybe a little extra screen time for the kids → https://t.co/WQkFILNUSO https://t.co/PbHK2W5kLv",t1257737956946849792,,,,,,
18723,0,0,Google,5/5/20,"@vinitschheda Hi Vinit. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257724095975825408,,,,,,
18724,0,0,Google,5/5/20,@Sarika89730229 Hi Sarika. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257720609510998016,,,,,,
18725,0,0,Google,5/5/20,"@Aarti32773969 Hi Aarti. Just to confirm, are you still able to sign into your account? Let us know.",t1257704480793153537,,,,,,
18726,0,0,Google,5/5/20,@Sten_Rs Hi Sten. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257698253275095041,,,,,,
18727,0,0,Google,5/5/20,"@mier_nick Hi Nick. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257691544968146944,,,,,,
18728,0,0,Google,5/5/20,"“How do teachers do it?” 
👆Searches for this query are at an all-time high.

🙏Today &amp; every day we thank teachers for their role in shaping future generations. 

👉And for parents, we got you too. Get our Teach From Home resources → https://t.co/P8eZ7yab9w
#ThankATeacher https://t.co/GXjyp2A2nB",t1257689110875189250,,,,,,
18729,0,0,Google,5/5/20,"@ashlesh_upadhya Hi Ashlesh. We suggest contacting the appeals team: https://t.co/BpDkakbVpP. If you don't know the password on your account, you can recover it here: https://t.co/nrurccAsgj. We hope this gets resolved soon.",t1257655607777247232,,,,,,
18730,0,0,Google,5/5/20,@MS_Al_Ghamdi Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257652804014964737,,,,,,
18731,0,0,Google,5/5/20,@MariamTechHR100 Hi Mariam. Let's see what we can do to help. Look out for a DM with next steps.,t1257652468592279554,,,,,,
18732,0,0,Google,5/5/20,@keyur1094 Hi Keyur. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1257652037292101634,,,,,,
18733,0,0,Google,5/5/20,@Afsar90208488 Hi Afsar. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257650751712776192,,,,,,
18734,0,0,Google,5/5/20,@HwasaMy You're welcome. Feel free to reach out if you have any other Google questions questions in the future.,t1257650699892129793,,,,,,
18735,0,0,Google,5/5/20,@AishahAlGhuneem Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257649672568569857,,,,,,
18736,0,0,Google,5/5/20,@subtweetgio Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257649108489207813,,,,,,
18737,0,0,Google,5/5/20,@lizzyearnshaw7 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257648749507117058,,,,,,
18738,0,0,Google,5/5/20,"@Pkumar412 Hi Prashanth. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257648364373585921,,,,,,
18739,0,0,Google,5/5/20,@JatinKu72344572 Hi again. Let's see what we can do to help. Look out for a DM with next steps.,t1257646613889265664,,,,,,
18740,0,0,Google,5/5/20,"@BARBUSIAA Hi there. If there's something different about how you're signing in, we may need to verify it's you. For more information or issues verifying, see https://t.co/1HeXzYymL2. Hope this helps.",t1257644796660908034,,,,,,
18741,0,0,Google,5/5/20,@netionalist_om Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257641604841644032,,,,,,
18742,0,0,Google,5/5/20,"@PankajM53883812 Hi Pankaj. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257634283147202567,,,,,,
18743,0,0,Google,5/5/20,"@tarttyy Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1257634123792998401,,,,,,
18744,0,0,Google,5/5/20,@MilviaWright You're welcome. We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMJN0d.,t1257630245651390465,,,,,,
18745,0,0,Google,5/5/20,"@Plasmacuno Mind if we jump in, Ben? Thanks for raising this issue. We're sorry this may have caused stress. If you see this notice you can ignore it &amp; rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",t1257627678267584514,,,,,,
18746,0,0,Google,5/5/20,"@jorenmartijn Mind if we jump in? Thanks for raising this issue. We're sorry this may have caused stress. If you see this notice you can ignore it &amp; rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",t1257627036853719042,,,,,,
18747,0,0,Google,5/5/20,@amberg_1307 Hi there. Try clearing the cache of the Google app to fix the Assistant: Go to device Settings &gt; Apps &gt; Google &gt; Storage &gt; Clear Cache. Let us know if that helps.,t1257626799955234816,,,,,,
18748,0,0,Google,5/5/20,@MayankG101 Hi Mayank. Let's see what we can do to help. Look out for a DM with next steps.,t1257623491945381888,,,,,,
18749,0,0,Google,5/5/20,@MayankA82508987 Hi Mayank. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257605812329099266,,,,,,
18750,0,0,Google,5/5/20,@MayankP06503173 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1257604404271857669,,,,,,
18751,0,0,Google,5/5/20,@Andersonnelson1 Hi there. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1257603384703672320,,,,,,
18752,0,0,Google,5/5/20,@RMunqaad Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1257600491363733504,,,,,,
18753,0,0,Google,5/5/20,"@MikeMohammad6 Hi Mike. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1257600125289070593,,,,,,
