,floyd_stance,floyd_followup,username,date,text,hash
3024,0,0,AmericanAir,5/4/20,@ClarkeNoKent We're happy to help with this. Please hop over to DM and share your reservation details with us.,1.02E+19
3025,0,0,AmericanAir,5/4/20,@DArnone22 We have made some adjustments to our flight schedules. Our apology for the inconvenience caused.,8.21E+18
3026,0,0,AmericanAir,5/4/20,@Michael_MacRae We have your DM and will meet you there shortly.,5.45E+18
3027,0,0,AmericanAir,5/4/20,"@DawnMentzer We are also looking forward to seeing you for your 2021 #vAAcation, Dawn. We're happy that the process was so smooth!",4.29E+18
3028,0,0,AmericanAir,5/4/20,"@pclarkmta We sense your frustration. When we cancel a flight, a full refund would apply. Otherwise, the credit is good through December 31, 2021.",1.58E+19
3029,0,0,AmericanAir,5/4/20,@Mr_Inzeo Thanks for your concern and kind words. We'd love to have you flying with when you're ready to travel!,8.17E+18
3030,0,0,AmericanAir,5/4/20,"@rickyrick63 If the reservation is still active, we may be able to help. Please DM us your record locator and tell us what change you're wanting to make.",9.08E+17
3031,0,0,AmericanAir,5/4/20,@T1MBO_SL1CE Send us a DM with your record locator. We'll be more than happy to check what option is available for your ticket.,1.31E+19
3032,0,0,AmericanAir,5/4/20,"Our #AATeam is honored to #LetGoodTakeFlight, assembling more than 5,000 care packages for our #AAHeroes across the country. Thank you to the @GarySiniseFound, @RobertIrvine and many others! https://t.co/zG4p2DuRjl",1.06E+19
3033,0,0,AmericanAir,5/4/20,@jukeboxgrad68 We've responded in DM.,1.05E+19
3034,0,0,AmericanAir,5/4/20,@gmd350 We sure miss you too and want to share the skies again when you're back to flying!,5.06E+18
3035,0,0,AmericanAir,5/4/20,@KatiePrejean We're missing you too. We'll be here to welcome you on board whenever you're ready!,6.48E+18
3036,0,0,AmericanAir,5/4/20,@brocromanek We can understand where you're coming from and our apologies for  your disappointment.,3.15E+18
3037,0,0,AmericanAir,5/4/20,"@jjhannonnn We're here to help, and will meet you over in DMs.",7.43E+18
3038,0,0,AmericanAir,5/4/20,@snuffy1277 Hey Stephanie. Please take a look at your DMs for info on how to request a refund.,9.74E+18
3039,0,0,AmericanAir,5/4/20,@aliciabwhitman Our goal is for all your work with us to be smooth. Please DM your record locator and tell us what happened.,1.12E+19
3040,0,0,AmericanAir,5/4/20,@SamiDan19 We're here for you and will reply via DM.,8.07E+18
3041,0,0,AmericanAir,5/4/20,@WarVeteranUSMC We've responded to your DMs. Take a look.,3.80E+18
3042,0,0,AmericanAir,5/4/20,"@flormarmol3 Good question. We are allowing the reinstatement of miles without the fee at this time. We can do that from here, if you send a DM our way.",1.62E+19
3043,0,0,AmericanAir,5/4/20,"@Jenny19232009 Dear Jennifer, we miss you too. We're ready and waiting to welcome you back on board with us. Colorado is calling your name.",1.62E+19
3044,0,0,AmericanAir,5/4/20,@lolojr Very young children who are less than 2 years old will be exempt from wearing masks starting: https://t.co/3Mhe9FtTe6,1.70E+19
3045,0,0,AmericanAir,5/4/20,"@bdfont Good morning, we hear your concerns.  We took a look at the flight and see quite a few open spots in the main cabin today.",1.45E+19
3046,0,0,AmericanAir,5/4/20,"@SamiCappola At this time, you'll need to rebook and complete a new trip by December 31, 2021 for tickets issued prior to May 31.",8.52E+18
3047,0,0,AmericanAir,5/4/20,@WarVeteranUSMC We can check to see what options are available on your ticket. DM us your record locator.,8.12E+18
3048,0,0,AmericanAir,5/4/20,"@StrictlyStat This is a difficult time to travel,  we get that. If you've purchased a refundable ticket, you can request a refund right from our website.",9.84E+18
3049,0,0,AmericanAir,5/4/20,"@MichaelZeiss2 If your flight hasn't left, please speak with our crew or gate team for possible rebooking options. Thanks for your feedback on this.",1.06E+19
3050,0,0,AmericanAir,5/4/20,"@MarlaCimini Vacation mode, that sounds so good, doesn't it? We're ready take our customers to fabulous destinations for a little down time.",1.09E+19
3051,0,0,AmericanAir,5/4/20,"@StrictlyStat We're offering flexibility to rebook and complete a trip by December 31, 2021 for non-refundable tickets: https://t.co/kNkPUiCR67",1.49E+18
3052,0,0,AmericanAir,5/4/20,@julia_toledo The message is automatically sent out and here are some ways to earn miles without flying: https://t.co/eF9ECOnwU0,8.58E+17
3053,0,0,AmericanAir,5/4/20,@WTXJET It will be a pleasure to welcome you back on board with us soon! #YouAreWhyWeFly,1.41E+19
3054,0,0,AmericanAir,5/4/20,"@cparkersan We're sorry you aren't happy about this. You're able to use full value of the tickets. When you're ready, please contact our Reservations.",4.85E+18
3055,0,0,AmericanAir,5/4/20,@AriaaJaeger You sound disappointed and we'd like to help. Please DM your record locator and what's going on.,2.10E+18
3056,0,0,AmericanAir,5/4/20,@Trinylew Hi there and take a look at your DMs for a message.,4.22E+18
3057,0,0,AmericanAir,5/4/20,@SusanMoynihan1 Safety of our customers and crew is our top priority. Please see more details here about our commitment: https://t.co/3Mhe9FchPw,1.56E+19
3058,0,0,AmericanAir,5/4/20,@HershFL33 We can check on this. Meet us in DM with your record locator.,1.31E+19
3059,0,0,AmericanAir,5/4/20,@cparkersan We hear your frustration with this. Non-refundable tickets are refundable only if we cancel the flight you're still confirmed to fly on.,1.74E+19
3060,0,0,AmericanAir,5/4/20,@cparkersan Refunds are provided when we cancel our flights and we're sorry for your disappointment. You'll have the value to fly through 31DEC21.,2.28E+18
3061,0,0,AmericanAir,5/4/20,@Kris2042 We're not showing flight 1457 is operating on May 17. Please DM your record locator and we'll take a closer look.,1.53E+19
3062,0,0,AmericanAir,5/4/20,"@SamiDan19 Good morning. The refund team will carefully review your request, and offer a refund if the ticket qualifies. We appreciate your patience.",1.80E+19
3063,0,0,AmericanAir,5/4/20,@PrimalTendency This has been a very difficult time for everyone. We're truly sorry you aren't happy with the option we have.,5.63E+18
3064,0,0,AmericanAir,5/4/20,"@PrimalTendency If your ticket isn't eligible for refund, we're offering flexibility to rebook: https://t.co/kNkPUilgez",1.58E+19
3065,0,0,AmericanAir,5/4/20,"@pwidakuswara Please send us a DM and we'll provide you with our Media Relations contact info, Patsy.",1.13E+19
3066,0,0,AmericanAir,5/4/20,@LSlay19 There's an option to buy miles! You can compare to the ticket price to see if using the miles is the best option. https://t.co/GK0YJPLRjR,5.73E+18
3067,0,0,AmericanAir,5/4/20,"@PageStephen That's a good question and all travel needs to be completed by December 31, 2021.",8.02E+18
3068,0,0,AmericanAir,5/4/20,@tomlinblud We have your DM and will respond there shortly.,1.37E+19
3069,0,0,AmericanAir,5/4/20,@ckotzcornejo Thanks for your kind words and we'll pass them on so our #AATeam is recognized! #WeKnowWhyYouFly,1.17E+19
3070,0,0,AmericanAir,5/4/20,"@temphoranfix Good morning. Most likely, the direct flight schedule has been suspended. Our apology for any inconvenience.",2.19E+18
3071,0,0,AmericanAir,5/4/20,@PageStephen Hopefully you can get a trip in sometime soon. The value on the tickets can be used for travel anytime before the end of next year.,1.04E+17
3072,0,0,AmericanAir,5/4/20,"@PageStephen The options depend on the type of ticket purchased. If you have a non-refundable fare, a waiver of the change fee is the only option.",1.04E+19
3073,0,0,AmericanAir,5/4/20,"@groadwarrior #MayTheFourthBeWithYou too and we'll be flying high today, but not on the Kessel Run!",1.39E+18
3074,0,0,AmericanAir,5/4/20,@MattManero We're so sorry to hear that your father is sick and are glad to be there to take you home at this difficult time. Thanks for your loyalty.,3.91E+18
3075,0,0,AmericanAir,5/4/20,@kissyhues We're here to help and would like to get a closer look at your trip. Please meet up with us via DM with the record locator.,1.12E+17
3076,0,0,AmericanAir,5/4/20,@TubaSoldier3 The travel insurance is through a third party and you would need to reach out to them on their policies.,3.94E+18
3077,0,0,AmericanAir,5/4/20,"@TubaSoldier3 Not all fares qualify for a refund. On ones that don't, we are offering some flexibility for it to be used towards a new one.",6.60E+18
3078,0,0,AmericanAir,5/4/20,@soopawells We're truly sorry for any frustration. Tickets booked as Main Cabin or higher cannot be used to purchase Basic Economy fares.,1.18E+19
3079,0,0,AmericanAir,5/4/20,@ABDada We've received your DMs and will follow-up with you there in just a moment.,9.64E+18
3080,0,0,AmericanAir,5/4/20,@ABDada Please send your trip details over to us via DM with additional details.,1.74E+19
3081,0,0,AmericanAir,5/4/20,@DjGabriel05 We're here for you. Please send your record locator via DM and how we can help.,3.06E+18
3082,0,0,AmericanAir,5/4/20,"@KaseyKeys We do our best to limit them, however schedule changes may occur based on operational needs. Please meet up with us in DM.",8.71E+18
3083,0,0,AmericanAir,5/4/20,@HorianaNee We're very excited about some much needed vacay time in Las Vegas! See you soon.,3.44E+18
3084,0,0,AmericanAir,5/4/20,@Mariasu52763734 We see your DM and will respond there shortly.,1.45E+19
3085,0,0,AmericanAir,5/4/20,@spiffyroxy We can certainly check on this. Please meet us in DM with your record locators.,5.83E+18
3086,0,0,AmericanAir,5/4/20,@dnlmmz We'd be happy to take a closer look at your reservation. DM your 6-letter booking code.,7.68E+18
3087,0,0,AmericanAir,5/4/20,@This1sWrong We care for every customer and put your safety first. See what we're doing to help out on board during COVID: https://t.co/3Mhe9FtTe6,1.55E+19
3088,0,0,AmericanAir,5/4/20,@VC7031 Welcome back! We missed you and hope you have a fAAbulous time #upfront.,1.26E+19
3089,0,0,AmericanAir,5/4/20,"@jaelyndashiell Cancel the itinerary if it's not already and with your ticket number, you can request a refund online here: https://t.co/xM8Vkc7BvM",1.59E+19
3090,0,0,AmericanAir,5/4/20,@ValAngel_ We've followed up via DM when you have a moment.,1.24E+19
3091,0,0,AmericanAir,5/4/20,"@fuqua_aps Hmm, if the flight was cancelled, we'll rebook you. We'd like to check this out. Please DM your record locator, Justin.",1.47E+19
3092,0,0,AmericanAir,5/4/20,"@TexanAirman We love our military men and women and we're so glad we could have you #UpFront with us,",4.89E+18
3093,0,0,AmericanAir,5/4/20,"@NOVOCAINExSOUL For your privacy, please remove your personal info from public mentions. We'll respond back in DMs.",3.55E+18
3094,0,0,AmericanAir,5/4/20,"@jmejst We understand where you're coming from, and we're glad arrangements were made. Thanks for sharing with us, JT.",7.15E+18
3095,0,0,AmericanAir,5/4/20,@camchaves95 We see your DM and we're going to follow-up with you there shortly.,3.37E+17
3096,0,0,AmericanAir,5/4/20,@mandymarks They're already a requirement for our team members and offered to our travelers. https://t.co/3Mhe9FtTe6,1.81E+19
3097,0,0,AmericanAir,5/4/20,"@jleemetz We're sorry for the extra wait time, Jessie. Our agents will be with you ASAP. You can also DM your record locator and details here.",4.90E+18
3098,0,0,AmericanAir,5/4/20,@chrisdrummer21 We want every experience you have with us to be excellent and regret hearing this. How can we help you today?,1.18E+19
3099,0,0,AmericanAir,5/4/20,"@jaelyndashiell We're offering refunds to those with cancelled flights, or who's schedules have changed. Otherwise, tickets can be used until 12/31/21.",5.86E+18
3100,0,0,AmericanAir,5/4/20,@JohnHenryHarris We're making even more improvements to our cleaning procedures: https://t.co/3Mhe9FtTe6. Please DM your record locator.,1.63E+19
3101,0,0,AmericanAir,5/4/20,"@ValAngel_ Aww, we're so glad our team was able to help. Please DM your record locator and we'll get this to the right person!",2.96E+18
3102,0,0,AmericanAir,5/4/20,@NicholeLeeAdams Safety for our customers and crew is very important. Please check out this link: https://t.co/3Mhe9FtTe6,1.03E+19
3103,0,0,AmericanAir,5/4/20,"@Adam_McCarty_ Adam, we'd like to take a look. Please join us in DMs with your record locator and more details.",2.11E+15
3104,0,0,AmericanAir,5/4/20,"@JUMA9610 We're here to help in any way we can. If you have questions about the fare, please DM the record locator.",1.70E+19
3105,0,0,AmericanAir,5/4/20,"@david20cohen We're following CDC guidelines to keep our customers safe, this is a step most airlines are taking. More info here: https://t.co/3Mhe9FtTe6.",4.49E+18
3106,0,0,AmericanAir,5/4/20,@SharonSchramm Please DM your record locator so we can help take a look at the best options with you.,1.21E+19
3107,0,0,AmericanAir,5/4/20,@garrettcasey_ That's fabulous news. We're glad everything worked out and can't wait to see you on board in the future!,2.94E+18
3108,0,0,AmericanAir,5/4/20,"@shenwynn Yes, that's your trip confirmation code. It's 6 letters in total. If you don't have that, send us your flight info and last name.",1.11E+19
3109,0,0,AmericanAir,5/4/20,"@RivkaZuckerman We value your business and all that you do. When unable to travel at this time, then you can use the ticket value at a later date.",6.08E+18
3110,0,0,AmericanAir,5/4/20,@l_grca We thought we were going to be operating the flight but things change quickly and we apologize. Please DM your record locator for more help.,3.69E+18
3111,0,0,AmericanAir,5/4/20,@racing_commtech We appreciate you letting us know about this. DM your record locator and flight number. We'll share this with our team.,1.12E+19
3112,0,0,AmericanAir,5/4/20,@RK0007000 We're doing the best we can to offer safe and comfortable travel for those needing to fly still. Here's the deets: https://t.co/3Mhe9FtTe6,1.47E+19
3113,0,0,AmericanAir,5/4/20,@shaunalisa1 Please DM your record locator and more info on how we can help. We want to review this closely with you.,1.20E+18
3114,0,0,AmericanAir,5/4/20,@TexanAirman We can't wait!,1.66E+19
3115,0,0,AmericanAir,5/4/20,"@dtwohig Other options outside of traveling can be used to extend your account life. All the details are mentioned in the email, Dan.",6.53E+18
3116,0,0,AmericanAir,5/4/20,@anneli96 You would need to call in order to use the value of an unused ticket. You can reach out Reservations team at 800-433-7300.,1.57E+19
3117,0,0,AmericanAir,5/4/20,@TexanAirman We're happy to hear that. Come back and see us again soon! #AATeam,1.44E+19
3118,0,0,AmericanAir,5/4/20,@wslsoar That's odd. We'd be happy to review the ticket in question. Meet us in DMs with the ticket number starting with 001 and further details.,1.61E+19
3119,0,0,AmericanAir,5/4/20,@JohnWri04408006 We're working hard to keep our team and customers safe and sometimes we do have to ask that your seat be moved. We apologize for this.,6.06E+18
3120,0,0,AmericanAir,5/4/20,@nyman12 Can you provide more details about the issue you're having when you try and book? Please send us a DM.,1.07E+19
3121,0,0,AmericanAir,5/4/20,"@theBABYzee Our agents are working quickly to answer every call, but we can help here also. Meet us in DMs with your booking code and details.",8.82E+18
3122,0,0,AmericanAir,5/4/20,@AmyJoRea We see your DM and we'll be with you there in just a moment.,4.91E+17
3123,0,0,AmericanAir,5/4/20,"@Mitchell7785 Oh no, that's not cool. Please DM your record locator and we'll check it out.",1.66E+19
3124,0,0,AmericanAir,5/4/20,"@lonvera08 We're so sorry that the flights have been cancelled, Bryan. Please DM your record locator so we can take a look.",4.06E+18
3125,0,0,AmericanAir,5/4/20,@CJChristian4 Your safety is our top priority and masks will be required by everyone flying starting May 11th. Here's more info: https://t.co/3Mhe9FtTe6,3.88E+18
3126,0,0,AmericanAir,5/4/20,@ScottLakey5 Send us your record locator in DMs along with more details and we'll take a closer look.,1.76E+19
3127,0,0,AmericanAir,5/5/20,@jfields316 You're welcome to practice safety measures. Here's more info on our procedures: https://t.co/3Mhe9FtTe6,7.19E+17
3128,0,0,AmericanAir,5/5/20,@Nathaly99179760 We're not document experts so we always recommend speaking with the consulate. Please DM your record locator and we can take a look.,2.86E+18
3129,0,0,AmericanAir,5/5/20,@JOEY_5 We're here for you! Please DM your record locator and details. We'll gladly take a look.,4.08E+18
3130,0,0,AmericanAir,5/5/20,"@TheWilltoHunt When flights are no longer operating we can offer a refund. Otherwise, the full value can be used for travel completed by the end of 2021.",1.68E+19
3131,0,0,AmericanAir,5/5/20,@PabloAceraya She's a beauty! Thanks for sharing with us.,5.10E+18
3132,0,0,AmericanAir,5/5/20,@mariana_agara Please send us a DM with the record locator and we can take a quick look for you.,2.27E+18
3133,0,0,AmericanAir,5/5/20,@MalibuRumBarbie We're working hard to make sure our customers can travel while staying healthy: https://t.co/3Mhe9FtTe6. We'll see you again soon!,1.43E+19
3134,0,0,AmericanAir,5/5/20,@marissadtcch We're happy we could help! We hope that we're all able to share the skies again soon.,1.46E+19
3135,0,0,AmericanAir,5/5/20,"@b_neuwirth Such a kind gesture in a time like this. Thanks for your efforts, Brian. Stay safe!",5.42E+18
3136,0,0,AmericanAir,5/5/20,@_hEiDiLyNn_ We're very sorry about the flight change. We can help with options if the new flights don't work. Please DM your record locator.,3.30E+18
3137,0,0,AmericanAir,5/5/20,"@odedbenyo Wow, that's AAwesome! We're so glad our team reached out to make sure you're doing well and are aware of our new responses to COVID-19.",2.63E+17
3138,0,0,AmericanAir,5/5/20,@T1MBO_SL1CE We're glad we could help. Don't hesitate to tweet us if you need us!,5.97E+17
3139,0,0,AmericanAir,5/5/20,"@NicaLoca95 We appreciate you sharing with us. If you have any additional questions, please feel free to DM us with the flight details and more info.",6.14E+18
3140,0,0,AmericanAir,5/5/20,@pinoital We'll be glad to take a look at your reservation. Share your record locator via DM when you have a chance.,8.06E+18
3141,0,0,AmericanAir,5/5/20,@agusromanelli We see your tweets and we'll review and respond back in DMs soon.,1.47E+19
3142,0,0,AmericanAir,5/5/20,@MadAsKrell Tickets are nontransferable so only the party on the ticket can reuse it.,4.70E+18
3143,0,0,AmericanAir,5/5/20,@StevenHammock We'll gladly take a look at available options for you. Please DM your record locator.,1.80E+19
3144,0,0,AmericanAir,5/5/20,"@TalePeacock With travel bans in place, we'll need to follow them. If you have questions on an upcoming flight, please DM your record locator.",7.90E+18
3145,0,0,AmericanAir,5/5/20,"@megimmaculate Customers still needing to travel are welcome to. When space allows, we'll take extra precautions. See here: https://t.co/3Mhe9FtTe6",1.28E+19
3146,0,0,AmericanAir,5/5/20,"@YijingHB We appreciate you working with us. Please know your request will be carefully reviewed, and responded to as soon as possible.",1.03E+18
3147,0,0,AmericanAir,5/5/20,"@xjessse1 We understand many people have been affected by what's going on. DM your record locator, and we'll clarify your options.",1.02E+19
3148,0,0,AmericanAir,5/5/20,"@Tyra8807 It's a very fluid situation. Keep an eye on your flights. If it's cancelled by us prior to departure, you can then apply for a refund.",1.77E+19
3149,0,0,AmericanAir,5/5/20,"@Princess8301 Thanks for working with us, Julie. We hope for another shot to welcome you on board in the future.",7.18E+18
3150,0,0,AmericanAir,5/5/20,@ChipThirstrup1 We're thrilled our #AATeam took great care of you! We'll be sure to share your kudos with them.,1.24E+19
3151,0,0,AmericanAir,5/5/20,@NicaLoca95 We understand not everyone can travel during this time. Check out the options we're offering: https://t.co/kNkPUilgez,1.66E+19
3152,0,0,AmericanAir,5/5/20,@JosefHadeedMD Great views this morning! Thanks so much for sharing.,8.00E+18
3153,0,0,AmericanAir,5/5/20,@megimmaculate We're doing our best to ensure we take care of our customers onboard. Please meet us in DMs with the flight info. We'd like to pass along.,1.83E+19
3154,0,0,AmericanAir,5/5/20,@MamrieScorsone We see your DM and we're going to follow-up with you there in just a moment.,1.02E+19
3155,0,0,AmericanAir,5/5/20,"@MelissaDisney16 We're glad to be at your service during this time! Thanks for working with us, Melissa.",1.74E+19
3156,0,0,AmericanAir,5/5/20,@wrbailey8 Things are updating so quickly we have to refer you back to the appropriate consulate for the best info. We appreciate your feedback.,5.06E+18
3157,0,0,AmericanAir,5/5/20,"@l_grca We do our best to limit changes, but they can take place. We're here if you need assistance with something.",7.37E+18
3158,0,0,AmericanAir,5/5/20,"@LilyPop_21 Our Refunds team is all hands on deck, but we're a bit behind due to the thousands of requests we're getting daily.",8.56E+18
3159,0,0,AmericanAir,5/5/20,@german_carcamo Please DM your record locator and all details. We'd like to take a closer look.,8.52E+18
3160,0,0,AmericanAir,5/5/20,@akbarherekar We're capping our flights and blocking seats. Check out the following link for more details. https://t.co/3Mhe9FtTe6,1.17E+19
3161,0,0,AmericanAir,5/5/20,@AndDunbar We always want to keep you in the loop and apologize for any lack of communication. Send us your record locator in DMs if you need help.,1.76E+19
3162,0,0,AmericanAir,5/5/20,@BigRob921 We'd love to have you on board. Check out all the AAmazing places we fly to here: https://t.co/BhEqSlOhOZ,1.80E+18
3163,0,0,AmericanAir,5/5/20,@tom_drvr Thanks so much for your kind words! We'd like to pass this along. Please send us a DM with the record locator she helped with. #AATeam,5.60E+18
3164,0,0,AmericanAir,5/5/20,@JennBestDogMom We'd love to pass along your kudos for Kristen with her manager. Meet us in DMs with the booking code she helped you with. #AATeam,1.12E+18
3165,0,0,AmericanAir,5/5/20,@vickyhoppe We've put some changes in place to help. We're blocking middle seats and capped the capacity on our flight through May 31st.,5.54E+18
3166,0,0,AmericanAir,5/5/20,@LaraLandX We're working as quickly as possible to review and respond to each and every request submitted. We'll update you soon.,2.54E+18
3167,0,0,AmericanAir,5/5/20,@wrbailey8 Hi Billy. Each state and country has their own requirements for entry. We encourage customers to check with their destination for this info.,1.47E+19
3168,0,0,AmericanAir,5/5/20,"@Manderrs227 We're just as excited to have you as a loyal customer. Thanks for all your support, Amanda!",2.51E+18
3169,0,0,AmericanAir,5/5/20,@bklyn_dawn We're just a tweet away when you need us!,1.50E+19
3170,0,0,AmericanAir,5/5/20,@cfelker09 We're so glad that you had such an AAmazing experience. We'd like to share your kudos. Please DM your record locator.,1.68E+19
3171,0,0,AmericanAir,5/5/20,@jordmatuszewski We see your DM and we'll be with you there shortly.,1.14E+19
3172,0,0,AmericanAir,5/5/20,@kenzie_r1 We count on our team to treat our customers with kindness and respect. We're truly sorry for any rudeness encountered.,9.90E+18
3173,0,0,AmericanAir,5/5/20,@jelerica Please send us a quick DM with your record locator and more info. We can help review this for you.,1.41E+17
3174,0,0,AmericanAir,5/5/20,"@mcb1tx We can take a look at the tickets right here for you. Come over to the DM area, and share the 6 letter record locator code with us.",6.64E+18
3175,0,0,AmericanAir,5/5/20,@jordmatuszewski We definitely want you to be comfortable and see that our team helped you with an option. We're here if you need more help.,9.30E+18
3176,0,0,AmericanAir,5/5/20,@BIJOU We're happy to share that we've extended Elite status through January 2022. Check it out: https://t.co/sSmDO8WTx4,1.26E+19
3177,0,0,AmericanAir,5/5/20,"@seminary2018 Our offer to take a look at your tickets is still open. If we owe you a refund, we'd like to get it to you.",1.21E+19
3178,0,0,AmericanAir,5/5/20,"@nosurplusvalue We're all human here, but if your flights haven't been cancelled or changed, you wouldn't qualify for a refund.",5.61E+18
3179,0,0,AmericanAir,5/5/20,@zebleyfoster We're offering refunds for flights that have been canceled by AA and your reservation is still active. Credits will be issued for others.,9.10E+18
3180,0,0,AmericanAir,5/5/20,"@noah_nose We're happy to have you on board with us. The bandwidth for in flight Wi-Fi isn't made for live streaming at 30,000 feet.",1.80E+19
3181,0,0,AmericanAir,5/5/20,@arrrod_ We're happy to check on this for you. Please DM your record locator.,1.63E+18
3182,0,0,AmericanAir,5/5/20,"@jodiewi87470874 Thanks, we see your DM, and will reply back soon.",6.58E+18
3183,0,0,AmericanAir,5/5/20,@thomaskrause21 We'd like to take a closer look. Please meet us in DM with your record locator.,1.12E+19
3184,0,0,AmericanAir,5/5/20,"@KatieLa47962681 We're happy to have you as a customer, and look forward to traveling with you another time.",7.12E+17
3185,0,0,AmericanAir,5/5/20,@LaraLandX We'd be happy to take a look at the refund request status for you.  We see your DM and will reply shortly.,1.48E+19
3186,0,0,AmericanAir,5/5/20,@djice000 We are adhering to social distancing on board when we're able to. Please DM your record locator if you need some assistance.,3.70E+18
3187,0,0,AmericanAir,5/5/20,@BW1LS0N We understand your concerns on this. There are many ways to keep your miles active: https://t.co/eF9ECOF8iA,9.25E+18
3188,0,0,AmericanAir,5/5/20,"@bklyn_dawn We're sorry to see that your flight was canceled. If your flight is not flying, you can request a refund here: https://t.co/xM8Vkc7BvM",6.77E+17
3189,0,0,AmericanAir,5/5/20,@christufferlee We've responded in DM.,8.01E+18
3190,0,0,AmericanAir,5/5/20,@CMarshallWill We have reduced food and beverage service at this time. Please see more details here: https://t.co/3Mhe9FtTe6,2.38E+18
3191,0,0,AmericanAir,5/5/20,"@bnasby We're missing you, Bruce. We'll look forward to seeing you on board in the future.",7.01E+18
