floyd_stance,floyd_followup,username,date,text,hash
0,0,CocaColaCo,2020-05-16,"@DooDahDooDah3 @CocaCola Thank you for sharing your concerns. The health and safety of our employees is our highest priority, and we’d like to look into this further. Can you please send us a DM with your name and more information?",h8366462685536324927
0,0,CocaColaCo,2020-05-17,"@Carolyn40468860 So sorry to hear that, Carolyn. If you send a private message with your zip code, we'd be happy to search for caffeine free diet Coke in your area.",h13869247652198347745
0,0,CocaColaCo,2020-05-17,"@poirotnile1200 Hi there! Unfortunately, we aren’t accepting any formal sponsorship requests at this time, but thanks for sharing your passion with us! It’s fans like you that make us who we are.",h12714877384561812355
0,0,CocaColaCo,2020-05-17,"@SthabisoMashaba Thank you for reaching out. For further assistance, please contact the local office at 0860112526 or ccsainfo@coca-cola.com.",h9808574959149648633
0,0,CocaColaCo,2020-05-18,"Real progress comes from working together.

Teams around the world are finding creative ways (big and small) to support our local communities and organizations. https://t.co/ALOL6A3wA8 https://t.co/jGVOOjGvI1",h2700933614427031212
0,0,CocaColaCo,2020-05-18,"@ToshibaLaptops3 Sorry to hear that, Julian.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8008840061. Thanks for reaching out!",h6142855255442884551
0,0,CocaColaCo,2020-05-18,@EarfulChuck We're sorry for the trouble! Please contact us at 1-800-438-2653 between the hours of 9 AM-7 PM EST Monday Thru Friday so we can assist you further. Please reference #8008839758.,h10601710415945959635
0,0,CocaColaCo,2020-05-18,@HershelWarren4 SURGE® is available in cans on Amazon or select retail outlets.  You can go to https://t.co/vHDxPYopnP to find a location near you.,h5199420693738813272
0,0,CocaColaCo,2020-05-18,"@SeanSMEGHEAD Hey, Sean! Check with our UK office at gbcic@coca-cola.com or call 0800 22 77 11  Option 2 M-F 9-5, for assistance with your request. Thanks for being a Fanta fan!",h2256703237974925851
0,0,CocaColaCo,2020-05-19,"@annaelireeves Sorry to hear that, Anna.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8008842410. Thanks for reaching out!",h737435175909451048
0,0,CocaColaCo,2020-05-19,@JosephDNieves2 Hi.  Please send us a direct message with the product that you are looking for and we will be happy to take a look in your area.,h8831372348974851329
0,0,CocaColaCo,2020-05-19,"@celticbenrich Regarding availability, these decisions are based on consumer demand and other market factors. Coca-Cola Orange Vanilla Zero Sugar is not discontinued nationally.",h16247405583401717166
0,0,CocaColaCo,2020-05-19,"@LiseCarney Hi, Lise! Please send us another direct message providing your zip code, and we'll do a search for you.",h7333798045391739794
0,0,CocaColaCo,2020-05-19,@ThorntonLois That's a delicious idea! Thanks for sharing.,h7592505417804465203
0,0,CocaColaCo,2020-05-19,"@BGCIllinois Thank you all you are doing for your communities during this time. Together, we can make a difference.",h7883626706860971962
0,0,CocaColaCo,2020-05-19,@MetroMinistries @CokeFlorida We appreciate all your hard work and dedication to our communities during this time. Thank you!,h14552703784981005162
0,0,CocaColaCo,2020-05-20,"As service members help our nation through COVID-19, we’re teaming up with our longtime partner @the_USO to provide beverages, meals and essential supplies to the men and women working tirelessly to keep us safe. #MilitaryAppreciationMonth https://t.co/dNhkhzmIBm",h5806194332922393022
0,0,CocaColaCo,2020-05-20,"@chubs_mckenzie Hey! Please send us a DM with your zip code, and we'll do a search for you.",h15282223294946919026
0,0,CocaColaCo,2020-05-20,@TanyaRider If you would like a list of stores that have received shipments in the past month please PM us with your zip code. Thanks,h1010490206578956579
0,0,CocaColaCo,2020-05-20,"@TanyaRider Hi Tanya! We're sorry to hear that. We can check which stores have received a delivery, but we can't guarantee it will be in stock when you visit. Due to the current situation, some of our products may be in limited supply. We're working hard to get them in stores!",h3553509573652090405
0,0,CocaColaCo,2020-05-20,"“There will be a much greater focus by consumers on affordability and getting the price points lower. 
Our marketing will shift both in terms of where we advertise, the behavior we’re trying to support... understanding there’s going to be different consumer out-of-pocket money.” https://t.co/Pk6RvIOb4Z",h3148162793187796191
0,0,CocaColaCo,2020-05-20,@ManilowBury DM us your zip code and we'll check for Caffeine Free Coca-Cola in stores near you!,h7007947431552470554
0,0,CocaColaCo,2020-05-21,@scarletngray83 Hi Laura! Please send us a DM with your zip code so that we can search for retail stores in your area that carry the product.,h7453015236574751541
0,0,CocaColaCo,2020-05-21,"@kim_marie31 Hi, Kim. Send us a private message with your zip code and we will be happy to take a look in your area.",h1133110030585742058
0,0,CocaColaCo,2020-05-21,@ddigger330l Thanks for being a Coca-Cola fan! We love seeing your photos. We appreciate you sharing the love!,h18328057182643409953
0,0,CocaColaCo,2020-05-21,@FrostySnowman38 Hi there. Thanks for reaching out and sorry to hear you're having trouble. Please give our team a call at (800) 520-2653 and we'd be happy to assist.,h16817273956437038890
0,0,CocaColaCo,2020-05-21,"“As those lockdowns around the world are starting to ease in different ways, shapes and forms there is a slight uptick in the business.” James Quincey, CEO &amp; Chairman, Coca-Cola Company
https://t.co/RHzc7N8Umg via @YahooFinance",h9805931174123310708
0,0,CocaColaCo,2020-05-21,"#Diversity and #inclusion are at the heart of our purpose, values and growth strategy. That’s why our workforce is as diverse as the communities we serve. 
#WDCDDD #culturaldiversityday #culture #respect.
Learn more: https://t.co/cJKzZiSllB https://t.co/F2zHcKJbC3",h17179869352357878811
0,0,CocaColaCo,2020-05-22,@Jamistarme Hi Jami. Send us a private message with your zip code and we will be happy to assist you further.,h9004502011613725715
0,0,CocaColaCo,2020-05-22,"@kenneth_huebner Hi, Kenneth. Send us a DM with your zip code and we will be happy to look into this for you.",h811625198868936642
0,0,CocaColaCo,2020-05-22,@RachEbeth_ Hi Rachel. Please send us a DM with your zip code so that we can search for retail stores in your area that carry the product.,h9254314806473163203
0,0,CocaColaCo,2020-05-24,"@MikojrEsobar Hi, Micheal! Please send us a DM with your zip code, and we'll do a search for you. Thanks for being a fan!",h6702331702678404307
0,0,CocaColaCo,2020-05-26,@LFBSouthwark Thank you for all that you and your firefighters do. We're committed to doing all we can to give back to those on the front lines.,h9693273132307794448
0,0,CocaColaCo,2020-05-26,"@lccraddock1962 We are happy to help you find Fresca, Laura. Please send a DM with your zip code so we can do a search.",h466323542435832104
0,0,CocaColaCo,2020-05-26,"@AaronScottLyons Hi Aaron, we regret hearing you have not been able to locate it near you. Please send us a DM with your zip code, and we will do a search in your area.",h2802856962053170850
0,0,CocaColaCo,2020-05-26,"@cctcasey Hi, Casey. We suggest reaching out to your local office in South Africa. They can be reached at: 0860112526 or by email:  ccsainfo@coca-cola.com. Thanks for reaching out!",h5084472994031639263
0,0,CocaColaCo,2020-05-26,"@Llarykirui Thanks for being a Coca-Cola fan! We love seeing your photos, but we can't use them at this time. We appreciate you sharing the love!",h6603217711295211375
0,0,CocaColaCo,2020-05-27,@gabyinoc Sprite Tropical Mix is available in select markets based on consumer demand. We can check for retailers in your area if you provide your zip code via DM.,h17333743207307925880
0,0,CocaColaCo,2020-05-27,@washcoiacorn @iowa_corn @caseysgenstore @AtlanticCoke @NationalCorn Keep up the great work!,h15732390945098776591
0,0,CocaColaCo,2020-05-27,"@MountCarmel @CokeCCBCC This is what it’s all about! Thank you @CokeCCBCC, Mount Carmel St. Ann’s, and Diane for all that you are doing to make our communities a better place.",h11788370204253981601
0,0,CocaColaCo,2020-05-27,"@LordofTed Hi, there. We do distribute Coca-Cola Cherry Energy and Coca-Cola Cherry Energy Zero Sugar.",h15483668351571434613
0,0,CocaColaCo,2020-05-27,"@JenniferRumpke Send us a DM with your zip code, and we’ll be happy to see where our Coca-Cola Life is available near you.",h3092321181845495667
0,0,CocaColaCo,2020-05-27,"@liebers11 Sorry to hear that, Emma.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8008850018. Thanks for reaching out!",h799651674740476828
0,0,CocaColaCo,2020-05-28,"Together with our partners, we’re proud to assist those on the front lines working day in and day out to serve our communities. https://t.co/LA7d3b068z",h15956250751590094187
0,0,CocaColaCo,2020-05-28,@LordofTed Thanks for your interest in interning with Coca-Cola. Please visit https://t.co/tOJ071zuTd for guidance on applying for one of these positions. Best of luck to you!,h15513785625714493923
0,0,CocaColaCo,2020-05-28,"@Groove_E_Juice We're sorry to hear that.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8008852404. Thanks for reaching out!",h16118219811660419788
0,0,CocaColaCo,2020-05-28,@LordofTed We are actually unable to accept idea submissions at this time. Please check back at a later time.,h10259530706901474629
0,0,CocaColaCo,2020-05-28,"@LordofTed Hmm, you might be onto something here. Thanks for sharing!",h15848079145689565366
0,0,CocaColaCo,2020-05-28,"@SecretS10239778 Sorry to hear that.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8008851923. Thanks for reaching out!",h10301014657394479536
0,0,CocaColaCo,2020-05-28,"Our teams are mobilizing to support communities. 

Learn more about our actions around the world: https://t.co/ddlrLJUSpG https://t.co/YgW5CgpRXe",h15206615488716727417
0,0,CocaColaCo,2020-05-28,"@AyazAhm57074158 Hi Ayaz! Please contact our Coca-Cola division in Pakistan for assistance: 
Mailing Address:
89- B II, Gulberg III, 
Hussain Chowk, Lahore

Tel:  +92-235772181
Fax:  +92-42-5756736
Website:  https://t.co/YzPsh0bm7i
Consumer Inquiries:  cpakistanpac@coca-cola.com",h18386187433209143343
0,0,CocaColaCo,2020-05-29,"@ladyaustin96 Sorry to hear that.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8008853928. Thanks for reaching out!",h7933037892353156077
0,0,CocaColaCo,2020-05-29,"@JosephDNieves2 Like many companies, we are seeing greater demand for products consumed at home, and we are taking measures to adapt to the demand.  We are working closely with our customers and our suppliers to mitigate the challenge during this unprecedented time.",h12262848369162123908
0,0,CocaColaCo,2020-05-29,@SecretS10239778 Please give us a call so that we can assist you.,h5621845180354565148
0,0,CocaColaCo,2020-05-31,"@Ash_TopKs Thank you for letting us know about the situation at your local store(s), which we will look into. We appreciate your loyalty to our beverages and please know that we are working hard to keep the products you love on store shelves.",h11905737938243157251
0,0,CocaColaCo,2020-05-31,"@kenneth_huebner Hi, Kenneth. Please send us a DM with your zip code and we will be happy to look into this for you.",h7022635978351067739
0,0,CocaColaCo,2020-06-01,@shanebell90 That's a delicious idea! We will pass this idea along to the rest of our team. Thanks for sharing!,h14188158076498988478
0,0,CocaColaCo,2020-06-01,"@Adarshp05564197 Hi, Adarsh. We suggest reaching out to your local office in India for further assistance. They can be reached at:  1800-208-2653 or by email:  indiahelpline@coca-cola.com. Thanks for reaching out!",h1932220795881192140
0,0,CocaColaCo,2020-06-01,"We are working with #AtlantaCommitteeforProgress, community, civic and other business leaders on concrete actions and solutions to move toward a more inclusive and just society.
https://t.co/4LsC6h2a0R",h3837837070500715917
0,0,CocaColaCo,2020-06-01,@RedCarConspiraC Please DM us with your postal code and we'll be happy to search for Barq's Crafted Soda Cream Soda in stores near you.,h16190644519277764923
0,0,CocaColaCo,2020-06-02,@Emansco0 Thanks for your interest in joining the Coca-Cola family. All of our open positions are listed on our Careers page: https://t.co/Gi54UkDkzx. You can upload your resume there. Best of luck in your search!,h8961407096007925569
0,0,CocaColaCo,2020-06-02,"@MagentaLuna Hi, we appreciate your comments, and they will be shared.",h2234879944682593525
0,0,CocaColaCo,2020-06-02,"@andreavidrine Hi, how may we assist you?",h8374277412448610581
0,0,CocaColaCo,2020-06-02,@abbaogoh We'd like to look into this. Please send us a direct message with the country where you are located so we can point you in the right direction. Thanks for reaching out!,h11110011156388314967
0,0,CocaColaCo,2020-06-03,Building a better future means joining together as we move forward. We are supporting @100BlackMen as part of the effort to end systemic racism and bring true equality to all. This is just a first step. #BlackLivesMatter https://t.co/KeCSrCemKc,h7290032725742779782
0,0,CocaColaCo,2020-06-04,"We will do our part to listen, learn and act. Coca-Cola is committed to making a difference by rallying the strength of our employees, families and friends. https://t.co/ENvt8W6OLk https://t.co/ix8EmEsbGq",h11213971591673433674
0,0,CocaColaCo,2020-06-07,@CaseyWilliams90 Hi Casey. Please send us a DM with your zip code so that we can search for retail stores in your area that carry the product.,h12394130039122229888
0,0,CocaColaCo,2020-06-08,"@MariafullS Hi, while we might distribute this product, we do not produce it.  Please contact Dr. Pepper/7UP  (Cadbury Beverages) at (800) 696-5891.",h9702606491903348720
0,0,CocaColaCo,2020-06-08,"@ADRlANMTZ Hey Adrian, in what country are you located? Please DM your reply.  Thanks.",h13264667621511219541
0,0,CocaColaCo,2020-06-08,@twistedmic24 Thank you for letting us know about the situation at your local store(s). We appreciate your loyalty to our beverages and please know that we are working hard to keep the products you love on store shelves.,h17095180602849717543
0,0,CocaColaCo,2020-06-08,"@twistedmic24 Like many companies, we are seeing greater demand for products consumed at home, and we are taking measures to adapt to the demand.  We are working closely with our customers and our suppliers to mitigate the challenge during this unprecedented time.",h12322321455629990513
0,0,CocaColaCo,2020-06-08,@twistedmic24 Hi there. Please send us a DM with your zip code so that we can search for retail stores in your area that carry the product.,h15302244973198139201
0,0,CocaColaCo,2020-06-09,"@johnnycarpRVA That's not what we like to hear! If you could, please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01002417. Thanks for reaching out!",h9763050381638836589
0,0,CocaColaCo,2020-06-09,"@H8TheDream Hi, Thank you for bringing this to our attention. We do not condone racism or discrimination of any kind and are looking into the situation and will respond accordingly.",h3683832977627835255
0,0,CocaColaCo,2020-06-09,"@bpife Hi, B. Send us a DM with your zip code and we will be happy to look into this for you.",h8851122000990587435
0,0,CocaColaCo,2020-06-09,@itsAMBERyall Hello! Send us a DM with your zip code so we can help you find some!,h5633950702516622094
0,0,CocaColaCo,2020-06-09,"@BardeeJoan Send us a DM with your zip code, and we’ll be happy to see where our Fresca is available near you.",h14771575525409103806
0,0,CocaColaCo,2020-06-10,@pqpihk Please reach out to your local bottler for further assistance. They can be reached via phone at: Tel:  0800-021-21-21.,h10549654570642128167
0,0,CocaColaCo,2020-06-10,"@EdwardClauss Hi, Edward! Please send us a DM with your zip code, and we'll search your area for Coca-Cola Life!",h12694290988082848469
0,0,CocaColaCo,2020-06-11,"@nvedantgowda So sorry, Naveen. We'd like to help. For assistance please contact 1800-208-2653 or indiahelpline@coca-cola.com. Thanks for reaching out!",h3519333908527870974
0,0,CocaColaCo,2020-06-11,"@Jamistarme We're sorry to hear that. Our information shows which stores have received a delivery, but we can't guarantee it will be in stock when you visit. Due to the current situation, some of our products may be in limited supply. We're working hard to get them in stores!",h16909979073510708794
0,0,CocaColaCo,2020-06-11,"@FriskyMav Sorry to hear that, Tom.  We'd like to help you. Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #01006529. Thanks for reaching out!",h7550920741606835880
0,0,CocaColaCo,2020-06-11,"@Producer_Josh Hi, Josh. Please send us a private message with your zip code and we will be happy to look into this for you.",h9959815195060215757
0,0,CocaColaCo,2020-06-12,"@McgrewjrBob Hi Bob, please send your zip code via DM. Thank you for reaching out to us.",h6816530793261850080
0,0,CocaColaCo,2020-06-12,"@McgrewjrBob Hi Bob, feel free to send us a DM with your zip code, and we will do a search for you.",h9622105988215691672
0,0,CocaColaCo,2020-06-12,"@TaylorHumphrey The bottlers of Coca-Cola products sell the finished product exclusively to retailers, so we would be unable to provide direct purchase. Please send us a DM with your postal code, and we'll be happy to search your area.",h13565752859870061069
0,0,CocaColaCo,2020-06-13,"As we plan for life after COVID-19, we're focused on creating opportunities that benefit the environment and society. 

That’s why we've signed a pledge with the Ellen MacArthur Foundation to #buildbackbetter and accelerate the @circulareconomy and #esg. https://t.co/R1sRzfuzsX https://t.co/W8gKcttpxT",h14047974981434797881
0,0,CocaColaCo,2020-06-14,"We are deeply saddened to learn of the incident that led to the death of Rayshard Brooks and extend our sympathies to his family.
We acknowledge more work is to be done, including in our hometown Atlanta. We continue to expand our actions https://t.co/ENvt8W6OLk #BlackLivesMatter",h5415802605636933425
0,0,CocaColaCo,2020-06-14,"@Equinsu_Ocha911 Hello Brandon, we do apologize for any difficulties you have had trying to find Barq's Root Beer. Send us a DM with your zip code, and we’ll be happy to see where our product is available near you.",h17787542580141999248
0,0,CocaColaCo,2020-06-14,"@ca5ever Hello Cliff, we do apologize for any difficulties you have had trying to find Fresca. We can confirm that the product has not been discontinued. Send us a reply with your zip code, and we’ll be happy to see where our Fresca Original Citrus is available near you.",h4279298253807142488
0,0,Dell,2020-05-04,"When every little thing means everything, they’re not so little at all. #littlethings https://t.co/odVzQCg8Fj",h18340612019526462022
0,0,Dell,2020-05-04,"Designed with the modern professional in mind, the massive Dell #UltraSharp 43 4K USB-C Monitor can significantly boost your productivity. Storage Review shares how 👇 https://t.co/ZGH034oH13",h10256072196079560166
0,0,Dell,2020-05-05,Close apps you don’t need and free up some bandwidth for your online classes. Explore more tips to keep you connected when learning from home: https://t.co/d3ar0HPv1x https://t.co/kFvXL87qmi,h6494637818974973943
0,0,Dell,2020-05-06,@sunbeatle707 Thanks for recognizing Nayeem's efforts Mace. So glad to hear that you were pleased with the service!,h1322937412090046498
0,0,Dell,2020-05-06,Sharing our sincere appreciation for all the hardworking healthcare heroes. Help us share a virtual round of applause. 👏👏👏#ThankYouNurses #NationalNursesDay https://t.co/0AecDoSf7R,h10665604578197255063
0,0,Dell,2020-05-06,The #littlethings make everything worthwhile. #DellXPS https://t.co/Y3flMx0krS,h15277222109302341364
0,0,Dell,2020-05-07,Not everything worth celebrating needs fireworks. #littlethings #DellXPS https://t.co/aq6BOl941i,h9034123673505085367
0,0,Dell,2020-05-08,"Try our new Dell 24 Monitor (P2421) which comes with a 16:10 aspect ratio. The 11% more screen space lets you see more and scroll less. #WFH #RemoteWork #homeofficeproductivity
Discover more: https://t.co/QLKLi91uVF https://t.co/OisHjATsUZ",h12734748420750150020
0,0,Dell,2020-05-08,Are you a fan of screen time at night? Consider cutting off technology an hour before you go to bed so your mind can relax. Explore more at-home tips: https://t.co/zv678LiUS4 https://t.co/bPwr2eWYyp,h758714012141881409
0,0,Dell,2020-05-08,What #littlethings in life mean everything to you? #DellXPS https://t.co/dbKKvpIhmx,h13503653456411250132
0,0,Dell,2020-05-09,Everyone has #littlethings they care about. What are yours? #DellXPS https://t.co/po64wBapR3,h5249343556220217498
0,0,Dell,2020-05-10,You’re never that far away when you can stay connected. Share some 💐 with Mom today and make her #MothersDay special. https://t.co/NBTiODL5ZL,h7867879892367544537
0,0,Dell,2020-05-11,@nyutandon Congratulations De'Ane - we're looking forward to having you join the team! 💙,h3597287068994914099
0,0,Dell,2020-05-11,"@FANGOFOX77 Hi Matthew: Check out our line of Chromebooks, they're budget-friendly and powerful enough for both schoolwork and entertainment.",h14030401638130426316
0,0,Dell,2020-05-11,@w6dtw So happy to hear that you had a great experience with our support team David - thanks for the shout out! 💙,h8396617067582868653
0,0,Dell,2020-05-11,"Our May catalog has all the tools, tech, advice and solutions to work seamlessly, collaboratively and productively from anywhere. https://t.co/TJayEvZTZi https://t.co/2o58tLL40K",h8139118121968567951
0,0,Dell,2020-05-11,@SpenceTillman Congratulations Mir - we're looking forward to having you join the team! 💙,h10410634799331626381
0,0,Dell,2020-05-12,Navigate through your #smallbusiness needs and get tailored solutions with a Dell Technologies Advisor. Learn more: https://t.co/sO31LuLAX9 https://t.co/uW7cLkVIl8,h9750333088423320158
