floyd_stance,floyd_followup,username,date,text,tweet_id
0,0,AmericanAir,2020-05-22,"@KatePotts11 Aw, shucks, thanks for your kind words and we're pleased it all worked out. Have a great weekend!",t1263833614271369250
0,0,AmericanAir,2020-05-22,"@huntersocks1 Hi there, you'll be able to pay for your bags within 24 hours of your flight.",t1263833054424059905
0,0,AmericanAir,2020-05-22,"Ready to feel that on-top-of-the-world, free-as-a-bird feeling again? We see you, Chelsea. #YouAreWhyWeFly https://t.co/Hmbc3k0S1k",t1263832508149489666
0,0,AmericanAir,2020-05-22,@cuban4maga We know you're looking for more space on board which is why we've capped the number of tickets sold on each flight. https://t.co/3Mhe9FtTe6,t1263828308984291329
0,0,AmericanAir,2020-05-22,"@andrewgalbraith We’re working hard to create more space on board, when possible, limiting the number of customers on each aircraft.",t1263827551471964160
0,0,AmericanAir,2020-05-22,@SecurePessimist We're offering to refund tickets when we don't operate the flight. You can reuse the value through 31DEC21: https://t.co/kNkPUilgez,t1263827271405748224
0,0,AmericanAir,2020-05-22,@AJ_4991 We'd like to take a look at this for you. Please DM your record locator.,t1263824169898213377
0,0,AmericanAir,2020-05-22,"@vacoffeylit We’re restricting access to some seats, when possible. For the most current updates check here: https://t.co/rHigivYMhL",t1263823930772672513
0,0,AmericanAir,2020-05-22,@BeckyHinojosa93 Our goal is to block 50% of Main Cabin middle seats. We're also requiring masks and limiting the number of customers on board each flight.,t1263823765928116226
0,0,AmericanAir,2020-05-22,@pachris1960 Our AA Vacations team is working through each request. Please reach out to them here: https://t.co/fIgWX7dwqI,t1263822850638651392
0,0,AmericanAir,2020-05-22,@heartliss_ Our goal is to block 50% of Main Cabin middle seats. We'd like to take a look at your flight. Please DM your record locator.,t1263820513174073348
0,0,AmericanAir,2020-05-22,@JRayLieberman We'd like to take a closer look. Please DM your mother's record locator.,t1263818491272069125
0,0,AmericanAir,2020-05-22,@woocha1 We've done a little work behind the scenes and we were able to find that information.,t1263817444671569920
0,0,AmericanAir,2020-05-22,@vacoffeylit We're working to create more space on board by limiting the number of customers on each flight. Please see a flight attendant for options.,t1263815952556265476
0,0,AmericanAir,2020-05-22,@KatePotts11 We'll take a look as soon as we hear back from you.,t1263814620957024256
0,0,AmericanAir,2020-05-22,"@throatpunchpear We've waived change charges, however if your new tickets have a higher fare, you will need to pay the difference.",t1263813417078591488
0,0,AmericanAir,2020-05-22,@KatePotts11 We're happy to check on your refund for you. Please DM your record locator.,t1263812996586975232
0,0,AmericanAir,2020-05-22,"@kaybrooks41 Our goal is to block half of middle seats, while limiting the number of tickets sold on each flight. https://t.co/3Mhe9FtTe6",t1263812430305648641
0,0,AmericanAir,2020-05-22,"@LennoxVictoria Consistency is what we strive to provide and we'd like to take a look. Please DM your record locator, and the name of your companion too.",t1263812051903942656
0,0,AmericanAir,2020-05-22,@LarissaGarciaG3 Refunds are offered if we canceled your flights and you can enter the request here: https://t.co/xM8Vkc7BvM,t1263810358474612737
0,0,AmericanAir,2020-05-22,@BrunoFdS7 We're glad that we could help. We'd love to see you again the next time that you fly!,t1263806985868382208
0,0,AmericanAir,2020-05-22,@AmeeBoughter We'd like to take a closer look. Please meet us in DMs with more details.,t1263806671807184898
0,0,AmericanAir,2020-05-22,"@TobinPetrie We're limiting beverage service on flights, however water, canned drinks and juice are available by request.",t1263805859563540481
0,0,AmericanAir,2020-05-22,"@Johnny99599021 Everyone on board should be wearing a mask, except small children and customers with medical needs. We'll pass your comments forward.",t1263796918989324288
0,0,AmericanAir,2020-05-22,@FetherJo We miss seeing you on board and hope you and your friend get some #shoppingtherapy at all the sales this weekend!,t1263793290903801856
0,0,AmericanAir,2020-05-22,@lashaylaaa Being on time is always our goal and we want you to make your meeting. Please DM your record locator and we'll check for an update.,t1263792248174645248
0,0,AmericanAir,2020-05-22,@jasonmjankowski Hi there and please check your DMs for a message.,t1263786782921043968
0,0,AmericanAir,2020-05-22,@AmeeBoughter We want you to enjoy your time with us and we're seeing open seats on board. Please check with our team for any changes.,t1263785408053329921
0,0,AmericanAir,2020-05-22,@DBoykinsPR We're working hard to create more space on board and have capped our flight loads to help with this.,t1263774483950776321
0,0,AmericanAir,2020-05-22,@JLanetmusic Our flight loads have been capped and we're leaving open seats available and on planes.,t1263774167964553216
0,0,AmericanAir,2020-05-22,"@JLanetmusic We’re working hard to create more space on board, limiting the number of customers on each aircraft.",t1263773606506647552
0,0,AmericanAir,2020-05-22,@GrantMattia We've double checked your flight and there are open seats. Please check with our team members on board for any changes.,t1263773478467092481
0,0,AmericanAir,2020-05-22,@GrantMattia Flight loads have been capped to help in creating more space on board. https://t.co/rHigivYMhL,t1263768904410845190
0,0,AmericanAir,2020-05-22,"@goodtimes831 Our goal is to leave 50% of Main Cabin middle seats open, when possible, creating more space for customers.",t1263768323256397825
0,0,AmericanAir,2020-05-22,@goodtimes831 We'd be happy to take a closer look at your trip with you via DM.,t1263757605673017345
0,0,AmericanAir,2020-05-22,@katyplum We'd be happy to look into your trip with you. Please send the ticket number or record locator to us via DM.,t1263728579558457344
0,0,AmericanAir,2020-05-22,@Shaptennispod We've looked into your flight and can assure you there are open seats. Please check with our team on board for any changes.,t1263727976929247234
0,0,AmericanAir,2020-05-22,@Shaptennispod Flight loads are capped to limit the amount of travelers on board and help create more space. Middle seats are being blocked when possible.,t1263723521194295296
0,0,AmericanAir,2020-05-22,@matthewxia2 That's one way to describe a landing and we're sorry it wasn't more smooth.,t1263706166569426945
0,0,AmericanAir,2020-05-22,@kxsvflem Sounds like you'll need to fly again with us soon! #loveisintheAAir,t1263702372783718405
0,0,AmericanAir,2020-05-22,@omelnikov Any activity in your account will keep your miles active. Check out ways to earn miles here: https://t.co/eF9ECOF8iA,t1263692909372739585
0,0,AmericanAir,2020-05-22,"@DouglastoTyler At this time, this is the date that the tickets have been extended to.",t1263691836314484738
0,0,AmericanAir,2020-05-22,"@DouglastoTyler Most tickets are able to be used for a future travel and have until December 31, 2021 to complete the new flights.",t1263688818038898688
0,0,AmericanAir,2020-05-22,@RyanFarmer12 We appreciate your feedback and we're so sorry for the delays you've experienced today. Please DM your record locator.,t1263688336381816833
0,0,AmericanAir,2020-05-22,@kayshawnae Please send your baggage file over to us via DM and we'll take a closer look at this with you.,t1263688177392537601
0,0,AmericanAir,2020-05-22,@kayshawnae We want to get you reunited as quickly as possible. Please file a claim with our Baggage team at the airport.,t1263685046298390529
0,0,AmericanAir,2020-05-22,"@RyanFarmer12 What's going on, Ryan? How can we help?",t1263683623414267907
0,0,AmericanAir,2020-05-22,@lisaannallen71 Please reach out to @AskTSA directly to look into this further.,t1263678542887469063
0,0,AmericanAir,2020-05-22,@enriquesantos It's our pleasure to help! We'll be on the lookout for your DM.,t1263670160998772736
0,0,AmericanAir,2020-05-22,@ThatCalhoun Creating space is our biggest trend right now. Sorry if it didn't seem that way tonight. We'll share this with the right team.,t1263668085891923969
0,0,AmericanAir,2020-05-22,@Tiffany81839576 Our offer to help still stands but we need more info. Please DM the info we requested.,t1263667468813438978
0,0,AmericanAir,2020-05-22,"@enriquesantos Our team would like to look into your trip details further. For your privacy, please share them with us via DM.",t1263666833300783107
0,0,AmericanAir,2020-05-22,@Tiffany81839576 We'll always do what we can to help. We'd like to check your flight details. Please come to DMs with the record locator.,t1263666114145460225
0,0,AmericanAir,2020-05-22,"@enriquesantos We're here for you, Enrique. Meet us in DMs with your record locator and more details for a closer look.",t1263664330886832128
0,0,AmericanAir,2020-05-22,"@jjbootleggers Did you go through a travel agency? If so, it likely went back to their card and you'll need to work with them to be reimbursed.",t1263661207229259776
0,0,AmericanAir,2020-05-22,@RyanKocher3 We're so glad our team took such excellent care of you. We'd like to forward your kind words. Please DM your record locator.,t1263660826290008064
0,0,AmericanAir,2020-05-22,@rwhannon We received your DM and will meet you there.,t1263659790523420673
0,0,AmericanAir,2020-05-22,"@re_i_char_d_t We're here for you. Send us your record locator in DMs, and we'll look over the info.",t1263658780568543234
0,0,AmericanAir,2020-05-22,"@rwhannon After the charge for the ticket is collected, then there will be a 001, 13-digit ticket number. DM those details, and we'll review.",t1263658305324560385
0,0,AmericanAir,2020-05-22,"@jjbootleggers Refunds are issued back to the original form of payment. If your card details changed, please connect with your bank.",t1263650571715842054
0,0,AmericanAir,2020-05-22,@eimajayy We don't like the sound of that. Let us know if we can help with anything. DM the record locator and more details to begin.,t1263647316197683200
0,0,AmericanAir,2020-05-22,@yeslikeyourhead Safety is our top priority and masks should be worn unless you have a medical reason stating otherwise. We appreciate your feedback.,t1263645093858365451
0,0,AmericanAir,2020-05-22,@LynnthePin1 We appreciate your loyalty and we'd like to forward the details to our team. Please DM your record locator or flight numbers.,t1263643266404225024
0,0,AmericanAir,2020-05-22,@ckjonesmusic We'd like to review closer. Meet us in DMs with your record locator.,t1263639280188088320
0,0,AmericanAir,2020-05-22,@Seikianto27 We don't have that route available right now. You can check back for any changes to our schedule. We'd love to have you on board with us.,t1263638502924849152
0,0,AmericanAir,2020-05-22,@annidoula Check out the following link under Your Travel Experience to see all that we're doing. https://t.co/rHigivYMhL,t1263636509942591491
0,0,AmericanAir,2020-05-22,"@LynnthePin1 If you'll DM the flight numbers, or your record locator, we'll be happy to make sure this is reviewed internally.",t1263636096115773440
0,0,AmericanAir,2020-05-22,@rboobiee It sounds like we've disappointed you. Please DM your record locator and what's going on.,t1263636025089363970
0,0,AmericanAir,2020-05-22,"@annidoula We always want your on board experience to be excellent, which is why we've capped the number of seats we sell to create more space.",t1263635374301229057
0,0,AmericanAir,2020-05-22,@LynnthePin1 Please provide us with your flight info via DM. We'd like to review and share with our team.,t1263634435964100610
0,0,AmericanAir,2020-05-22,@surgical79 We'd like to take a look into this. Please DM your record locator.,t1263633353229639686
0,0,AmericanAir,2020-05-22,@dr_oliviaann We've capped our flights and we'd like to take a look. Please DM your record locator.,t1263632789070585856
0,0,AmericanAir,2020-05-22,"@kimmynaps Our goal is to leave 50% of Main Cabin middle seats open, when possible, creating more space for customers. Please DM your record loctor.",t1263631222137401346
0,0,AmericanAir,2020-05-22,@sarahnholli Please DM your record locator so we can take a closer look.,t1263630128359374849
0,0,AmericanAir,2020-05-22,@IsabelaSolis8 We'd be happy to take a closer look here. Please move to DMs with your record locator and details.,t1263630034146910211
0,0,AmericanAir,2020-05-22,@baobaotaoo We've responded to your DM.,t1263628550680305669
0,0,AmericanAir,2020-05-22,@BCBraswell We're so glad we could help!,t1263627941168254981
0,0,AmericanAir,2020-05-22,@DanaSimon5322 We very much appreciate our military men and women and are happy to hear our Flight Attendant took excellent care of them!,t1263627626964492288
0,0,AmericanAir,2020-05-22,@jedimerlinda We'd love to pass this along to Rhonda and make sure Bernard is properly recognized. DM the record locator he helped you with and details.,t1263626965166235648
0,0,AmericanAir,2020-05-22,@IsabelaSolis8 We strive to provide excellent service and would rather keep you flying with us. How can we help you today?,t1263624432486174721
0,0,AmericanAir,2020-05-22,@jasonmjankowski We can confirm you for Monday departing at 2:21p out of TPA connecting in PHL arriving PHX at 8:21p. Would that work?,t1263623896747716608
0,0,AmericanAir,2020-05-22,@ckjonesmusic We're only booking so many people on board and blocking 50% of the middle seats when we can. Please reach out to our crew for any concerns.,t1263622451780558848
0,0,AmericanAir,2020-05-22,"@TaylorTumMusic We'll share this with our folks for internal review. Please note, these results are not shared, and we hope to impress you in the future.",t1263621379339010050
0,0,AmericanAir,2020-05-22,@KatKeyMusic Your safety is very important to us. Please send your record locator via DM for a closer look at your flights.,t1263620809551155200
0,0,AmericanAir,2020-05-23,@JeVonAW We're happy to help check for rebooking options. Please send the record locator via DM or have your sister contact us directly.,t1264340972940546048
0,0,AmericanAir,2020-05-23,@SebasRTorron We've responded to your DM.,t1264340712767868929
0,0,AmericanAir,2020-05-23,"@Benijja1 Hi, Warren. We recommend you delete the mention with the record locator for privacy. We see your DM and will meet you there.",t1264339917007720448
0,0,AmericanAir,2020-05-23,@trentonprieb We know you're ready to get back to relaxing and enjoying the Club. Please check for updates at https://t.co/3Mhe9FtTe6,t1264338229924433922
0,0,AmericanAir,2020-05-23,"@statistress If you're still needed assistance, we're here for you. Please feel free to DM at any time.",t1264336207795892224
0,0,AmericanAir,2020-05-23,@zkillian1 We'd like to check on this for you. Please DM your record locator or the ticket number.,t1264335850629980162
0,0,AmericanAir,2020-05-23,@NC2SoCalGal Please ask the passenger to reach out to us directly to take a look at available options.,t1264334910480941063
0,0,AmericanAir,2020-05-23,"@famoej We’re working hard to create more space on board, limiting the number of customers. Thanks for flying with us today!",t1264334348855246848
0,0,AmericanAir,2020-05-23,@YungSpinelli Here's a great link to check out the details: https://t.co/AqqDo7qAE3,t1264333997037010945
0,0,AmericanAir,2020-05-23,@LockpickingDev We understand your concerns. Please DM the record locator and flight number so se can take a closer look.,t1264333918167154688
0,0,AmericanAir,2020-05-23,"@RaulEsprza Our goal is to leave 50% of Main Cabin middle seats open, when possible, creating more space for customers. https://t.co/rHigivYMhL",t1264333738093223942
0,0,AmericanAir,2020-05-23,"@WilliamKluss Please try clearing your cache and opening a new browser. If you still get this, please call us: https://t.co/9JTaYxpILx",t1264333475315961858
0,0,AmericanAir,2020-05-23,@RosalieMassey We take everyone's safety very seriously. We look forward to having him on board. See more safety details at https://t.co/3Mhe9FtTe6,t1264331864300552194
0,0,AmericanAir,2020-05-23,@MrBeast00868197 We'll gladly take a look at it for you. Please DM the record locator.,t1264329816117043202
0,0,AmericanAir,2020-05-23,@jojoagogo11 We're happy to have you on board with us today! We expect our team members to always be polite and professional.,t1264328378796191747
0,0,AmericanAir,2020-05-23,"@RogueJimbo We're working hard to make more space on board, by limiting the amount of customers on each aircraft.",t1264327078624866304
0,0,AmericanAir,2020-05-23,"@nikki_mccurry Due to the flight load and safety, we may need to keep those rows empty for take off and landing. We're sorry for the inconvenience.",t1264325795776016384
0,0,AmericanAir,2020-05-23,@NFL_THAI We're happy to help give you a lift to your connection!,t1264322327539601409
0,0,AmericanAir,2020-05-23,"@mayc_182 The first day we show availability is on June 8. At this time, we're showing the flights to be operating.",t1264321264421941256
0,0,AmericanAir,2020-05-23,"@joewhalepants Once on board, as long as there aren’t any weight or balance restrictions, you can move to another seat within your ticketed cabin.",t1264320591064072194
0,0,AmericanAir,2020-05-23,@pismoeyedoc This was sent on to be internally looked into more. We're sorry we wouldn't have details to share. Everyone's safety is a top priority.,t1264317017244545025
0,0,AmericanAir,2020-05-23,@GalaxyyCakes Check out the link provided under Your Travel Experience for all that we're doing. https://t.co/rHigivYMhL,t1264316177385500673
0,0,AmericanAir,2020-05-23,"@kegill We're creating more space, requiring face coverings to be worn and enhanced cleaning methods. Please DM your record locator for a look.",t1264315161898336259
0,0,AmericanAir,2020-05-23,"@miawhite Hi, Mia. We're going to take a closer look. Please meet us in DM and clarify, did you fly back on another AA flight?",t1264310183821533184
0,0,AmericanAir,2020-05-23,@alvaro95486475 We appreciate you letting us know and will forward this to our team.,t1264308564857937924
0,0,AmericanAir,2020-05-23,@JustDont_DoIt We block them when possible. Please DM your record locator so we can forward this to our team.,t1264307486112329729
0,0,AmericanAir,2020-05-23,@Jenny_Shain Please have Candace reach out to us directly and we'll check on this for her.,t1264306761412030466
0,0,AmericanAir,2020-05-23,"@malwaref0x We’re working hard to create more space on board, limiting the number of customers. Thanks for flying with us today.",t1264306107859775489
0,0,AmericanAir,2020-05-23,"@nickbucsancik We're working hard to make more space on board, limiting the amount of customers on each aircraft.",t1264305796403408898
0,0,AmericanAir,2020-05-23,"@RASENFLRankings We're working hard to make more room on board, limiting the amount of customers on each air craft.",t1264301665647239176
0,0,AmericanAir,2020-05-23,@luminoussummits We'll gladly take a look and make sure all is in order. Please DM the record locator.,t1264301392069566466
0,0,AmericanAir,2020-05-23,@TheREAL_Free Please follow and meet us in DM. Can you please clarify which flight this occured on?,t1264301185315545090
0,0,AmericanAir,2020-05-23,@artsycouch You're welcome to check the seat map on our website to see what's available. It can change as passengers still have a month to book.,t1264297214249250818
0,0,AmericanAir,2020-05-23,"@Blindfury35 Hola, Jose! We'll gladly pass on your kudos and recognize Erik for taking fabulous care of you! #AATeam",t1264296503927083009
0,0,AmericanAir,2020-05-23,@Zay_Ctmd11 We're happy to help! Please send a DM with more info and we'll be happy to have a closer look.,t1264296166340116482
0,0,AmericanAir,2020-05-23,@nnyc We're working hard to provide safety for passengers and crews. Check out the following under Your Travel Experience. https://t.co/rHigivYMhL,t1264295740324667392
0,0,AmericanAir,2020-05-23,"@bScottSanchez Oh how sad, but he's still is a handsome pilot!",t1264295084285140992
0,0,AmericanAir,2020-05-23,"@7thSigma Hi, Cynthia. We've reached out several times but haven't received a DM. Please follow and DM us your locator and what happened.",t1264293601149956096
0,0,AmericanAir,2020-05-23,"@so_caly86 That sure isn't the look we're going for. If you still need help, please DM the record locator and how we can help.",t1264288667918573570
0,0,AmericanAir,2020-05-23,"@PS4_Vixen Thanks for all that you're doing. We’re working hard to create more space on board, limiting the number of customers on each aircraft.",t1264283382000779270
0,0,AmericanAir,2020-05-23,@alliecat523 Thanks for sharing your experience with your flight today. We'll pass on your comments for internal review with Flight Service.,t1264281856008224783
0,0,AmericanAir,2020-05-23,"@Brink_GG Hi, Drew. We’re working hard to create more space on board, limiting the number of customers on each aircraft. Please DM the record locator.",t1264279987680673792
0,0,AmericanAir,2020-05-23,@vukken99 We're taking this seriously. Check out our link under Your Travel Experience to see all that we're doing. https://t.co/rHigivYMhL,t1264278720451354625
0,0,AmericanAir,2020-05-23,"@mari_cathy Since some of these flights are operated by our partners, the fares do vary. We see that there is a flight tonight that has a lower fare.",t1264278493841559552
0,0,AmericanAir,2020-05-23,@statistress We'd like to take a closer look at your flights. Please DM your record locator.,t1264276078778089472
0,0,AmericanAir,2020-05-23,@nicpiner Our goal is to leave seats open to help create more space on flights. Please DM the record locator for a closer look at the flight.,t1264274861503008768
0,0,AmericanAir,2020-05-23,"@chrisfenwick We're offering our customers the option to make changes and only pay the difference in fare. Please let us know how we can help you, Chris.",t1264273959203278851
0,0,AmericanAir,2020-05-23,"@JohnLukeNYC Yes, you can use your tickets toward a different route. You'll pay any fare difference and they remain non-transferable. See you on board!",t1264273563307122688
0,0,AmericanAir,2020-05-23,@dpowell1988 We'd like to have a closer look at her flights. Please DM the record locator with the flight info.,t1264272671472332809
0,0,AmericanAir,2020-05-23,@AndreaTaraWatt Please DM the record locator and his Global Entry number. We'll be happy to help!,t1264270046236377088
0,0,AmericanAir,2020-05-23,@mmangan4 We're happy to take a look at your options. Please DM your record locator.,t1264270030197403648
0,0,AmericanAir,2020-05-23,"@vinson_kaitlyn We're working to give our customers as much space as we can, and we we're blocking middle, seats where possible. https://t.co/3Mhe9FtTe6",t1264267817295253507
0,0,AmericanAir,2020-05-23,@bigdawg_mcrae We're pleased that you were able to change your plans and thanks for the #shoutout!,t1264265661490049030
0,0,AmericanAir,2020-05-23,"@cheifet We're sorry that you haven't received a response yet. Please DM your reference number, beginning with 1-, and we'll check on it.",t1264265063420039171
0,0,AmericanAir,2020-05-23,@joewhalepants Some tickets offer randomly assigned seats so there would be a charge to choose a different one. Here's more info: https://t.co/MKvFFVWJdz,t1264263409949978630
0,0,AmericanAir,2020-05-23,@2perfect4u2 Please take a look at your DMs for answers to your questions.,t1264262956667342849
0,0,AmericanAir,2020-05-23,@MrsGoodHeartFL We're working to create more space on board by limiting the number of customers on each flight. Please DM your record locator.,t1264260453758271489
0,0,AmericanAir,2020-05-23,"@ShawnZhang23 Our team members should be wearing masks. We'd like to share this info with our team, please DM your record locator and flight details.",t1264259769642233857
0,0,AmericanAir,2020-05-23,@CadeGuerin You sound unhappy with us. Please DM what's going on and we'll take a look.,t1264258890130247680
0,0,AmericanAir,2020-05-23,"@killerbob915 We're happy to take a look for you, please DM your record locator.",t1264258404182343686
0,0,AmericanAir,2020-05-23,"@ElleTheArtist AAdvantage Customer Service is closed now, however you can send them a message via this link: https://t.co/l7FeGMUy12",t1264252016869728258
0,0,AmericanAir,2020-05-23,@johnderiggi We're pleased that our #AATeam was fabulous today and we're glad it worked out on board. Enjoy your weekend!,t1264250840325468161
0,0,AmericanAir,2020-05-23,@Ben___Leonard Our goal is to limit the number of tickets sold and we'll share your comments with our leaders for internal review.,t1264250202984194051
0,0,AmericanAir,2020-05-23,"@Tony44683015 We're limiting the number of tickets booked on each flight and blocking middles seats, where possible. https://t.co/3Mhe9FtTe6",t1264245504570949634
0,0,AmericanAir,2020-05-23,@d_weinman713 We don't like delays either and we're sorry for your dad's extra wait time. Please DM his record locator.,t1264238396593123328
0,0,AmericanAir,2020-05-23,@TheREAL_Free All of our team members should be wearing their face masks. Please DM your record locator and flight details.,t1264236492572016643
0,0,AmericanAir,2020-05-23,"@ElleTheArtist Our AAdvantage Customer Service office is open Monday-Friday and our Reservations team is open 24/7, they can be reached at 800-433-7300",t1264235138243796992
0,0,AmericanAir,2020-05-23,@statistress We're working to limit the number of customer on board each flight. Please DM your record locator and we'll take a look.,t1264232210812604422
0,0,AmericanAir,2020-05-23,"@caseylyoung We appreciate your feedback, Casey.",t1264231678425411585
0,0,AmericanAir,2020-05-23,"@itsJaimiGray Your comments concern us, Jaimi. Please send us a DM and let us know what's going on.",t1264226410165604352
0,0,AmericanAir,2020-05-23,@JUMP_0nIt We've sent some info in DMs. Check it out!,t1264223043909492737
0,0,AmericanAir,2020-05-23,"@JustDont_DoIt Half of our middles seats are blocked, where possible, and we're capping the tickets we sell. Here's more info: https://t.co/3Mhe9FtTe6",t1264222637955432450
0,0,AmericanAir,2020-05-23,@ElleTheArtist We're sorry to see that you're having some trouble. What number are you calling?,t1264218565743427585
0,0,AmericanAir,2020-05-23,"@DSchlesNYC We're working with her directly and we're sorry to hear of her loss, David.",t1264218515860598786
0,0,AmericanAir,2020-05-23,"@StevenWilde1 We've limited the number of tickets sold on each flight and are blocking half the middle seats, where possible. https://t.co/3Mhe9FtTe6",t1264216684329676800
0,0,AmericanAir,2020-05-23,@JetsQueentl We're happy to double check this for you. Please DM your record locator and let us know what's going on.,t1264214896998309895
0,0,AmericanAir,2020-05-23,@IrwinGranados The safety of our customers is of the highest importance. Here's more info on what we're doing: https://t.co/3Mhe9FtTe6,t1264214682363183104
0,0,AmericanAir,2020-05-23,@drjogo We appreciate your feedback. We're working to create space by limiting the number of customers on board. We'll share this info with our team,t1264214494437412864
0,0,AmericanAir,2020-05-23,"@Th0masHayes Hi there and we're happy to take a look. Please DM your record locator and what change you're wanting to make, Thomas.",t1264212323771781120
0,0,AmericanAir,2020-05-23,@Eliza_deee We're happy to help! We'd love to have you on board for a much deserved vacation the next time that you travel.,t1264209758539542531
0,0,AmericanAir,2020-05-23,"@MikePCFD82 Hey there and the miles aren't automatically reinstated when the itinerary is canceled. DM the record locator and we'll check on it, Mike.",t1264209649919721472
0,0,AmericanAir,2020-05-23,@JetsQueentl You sounds unhappy with the service you received. What happened?,t1264207416113143808
0,0,AmericanAir,2020-05-23,"@StevenWilde1 We don't want to disappoint you, Steven. We're working hare to take care of our team and our customers.",t1264207177683795971
0,0,AmericanAir,2020-05-23,@YaFaveRedWoman Refund requests are reviewed when the tickets are non-refundable. Thanks for your patience.,t1264207151054061570
0,0,AmericanAir,2020-05-23,We're rolling out enhanced cleaning measures to give you peace of mind the next time you travel with us. #YouAreWhyWeFly https://t.co/CbL3z0wX5U,t1264201729324855296
0,0,AmericanAir,2020-05-23,@RubberDoll We're happy to double check this for you. Please send us a DM with your record locator.,t1264201089144033286
0,0,AmericanAir,2020-05-23,@wilbeyspitty We've sent  you a message via DMs so please take a look.,t1264200582623043584
0,0,AmericanAir,2020-05-23,@Raysulmonte09 You sound unhappy. Please DM your record locator and what we can do to help.,t1264198002660556800
0,0,AmericanAir,2020-05-23,@sydt26 We're limiting the number of seats sold on each flight. Please DM your record locator and we'll take a look.,t1264197454267891716
0,0,AmericanAir,2020-05-23,@JuliaShanks Our company culture celebrates diversity on all levels. It's part of who we are and we're excited that we'll be seeing you back on board!,t1264197277624737792
0,0,AmericanAir,2020-05-23,@khaleessiii We are limiting the number of customers on each flight and we'd like to take a look at your experience. Please DM your record locator.,t1264195414292660226
0,0,AmericanAir,2020-05-23,@Eliza_deee We've responded to your DM so please check it out.,t1264193885649108992
0,0,AmericanAir,2020-05-23,@edu3110 Basic Economy tickets offer randomly assigned seats at check in and our apologies for your disappointment. https://t.co/MKvFFVWJdz,t1264188646435033088
0,0,AmericanAir,2020-05-23,@sandybennett121 We've responded to your DM.,t1264188425911050240
0,0,AmericanAir,2020-05-23,@BOIGirl69 Hi there and welcome back. We're excited to have you back flying again and love the notes!,t1264186633542414336
0,0,AmericanAir,2020-05-23,"@biggm26 Our goal is to block half the middle seats, where possible, and limit tickets sold. Please DM your record locator and we'll take a look.",t1264184901307432961
0,0,AmericanAir,2020-05-23,@edu3110 We do our best to seat families together and please speak to our gate folks for options. They'll be happy to take a look.,t1264182816700497921
0,0,AmericanAir,2020-05-23,@rachellelive We are so glad that we could help! We can't wait to see you the next time that you fly.,t1264182366538530817
0,0,AmericanAir,2020-05-23,@JadeLove21_ We're happy to take a look with you. DM us and let us know where you're trying to go and when.,t1264181894310244352
0,0,AmericanAir,2020-05-23,@srilankanmafia We want you to be comfortable on board and would like to look this over. Please DM your record locator or full name.,t1264178622425976832
0,0,AmericanAir,2020-05-23,@IREPQU We're happy to double check this for you. Please DM your record locator and we'll take a look.,t1264173112775639043
0,0,AmericanAir,2020-05-23,@Momof4horses We've responded to your DMs. Take a look.,t1264172053713862656
0,0,AmericanAir,2020-05-23,@Momof4horses We received your DMs and we'll respond after reviewing what you sent.,t1264168654297616384
0,0,AmericanAir,2020-05-23,@CrashGladys @kennysargent We love having you and the family back on board! The masks look great on all of you. Thanks for flying with us today.,t1264168472235454464
0,0,AmericanAir,2020-05-23,@huntersocks1 We're happy to take a look. Please DM your record locator.,t1264166370666844160
