,floyd_stance,floyd_followup,username,date,text,hash,,,,,,
18618,0,0,Google,5/4/20,The world is searching for emojis more than ever before. Which emoji do you think was the most searched this month?,9.01849E+018,,,,,,
18619,0,0,Google,5/4/20,📈 A thread on Search trends: From dance challenges 🎶 to trampoline dunks 🏀 to shredded chicken🐔 — here’s what the world is searching for this week. https://t.co/3rw6rJZO3L,1.4734E+019,,,,,,
18620,0,0,Google,5/4/20,"@shapednoise Hi, there. That's not the experience we'd like you to have. Can you follow us and let us know when you have so that we can get some details and look into this further?",1.47618E+019,,,,,,
18621,0,0,Google,5/4/20,@nomiSEZ Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,8.86683E+018,,,,,,
18622,0,0,Google,5/4/20,@dulmarfarah Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,8.69136E+018,,,,,,
18623,0,0,Google,5/4/20,@RohitAn61743215 Hi Rohit. Let's see what we can do to help. Look out for a DM with next steps.,7.51414E+018,,,,,,
18624,0,0,Google,5/4/20,"@EmmaLuginbuhl Hi Emma. If you didn't request this code, you can ignore it. More info: https://t.co/4eap2FuXNG. Hope that helps.",1.48527E+019,,,,,,
18625,0,0,Google,5/4/20,@sandeep18427108 Hi Sandeep. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,5.19349E+018,,,,,,
18626,0,0,Google,5/4/20,"@asfenichel Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.75589E+019,,,,,,
18627,0,0,Google,5/4/20,@AddisonNeikirk Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1.34344E+019,,,,,,
18628,0,0,Google,5/4/20,"@OGoofster Hi there. Are you getting a specific error message while trying to sign into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.58113E+019,,,,,,
18629,0,0,Google,5/4/20,"@mako_kobi Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",1.17298E+019,,,,,,
18630,0,0,Google,5/4/20,"@SideBxz Hi Yousef. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.28707E+019,,,,,,
18631,0,0,Google,5/4/20,@NirmalKumr4 Hi Nirmal. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1.04522E+019,,,,,,
18632,0,0,Google,5/4/20,"@Apoorvak13 Hi Apoorvak. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",1.71657E+019,,,,,,
18633,0,0,Google,5/4/20,"@Jo_Bevan_8 Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.25177E+019,,,,,,
18634,0,0,Google,5/4/20,@MindblowinG_MP Hi Milan. Let's see what we can do to help. Look out for a DM with next steps.,1.31512E+018,,,,,,
18635,0,0,Google,5/4/20,@chi_boi_redd Hi there. This guide may help restore your contacts: https://t.co/sv8TAQ0Q0u. Let us know!,3.91547E+018,,,,,,
18636,0,0,Google,5/4/20,@_britneytorres Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,4.19681E+018,,,,,,
18637,0,0,Google,5/4/20,"@JW_PokeBlog Hi again. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.00525E+019,,,,,,
18638,0,0,Google,5/4/20,"@HeatherLow10 Hi Heather. Without revealing your email address, tell us more about what's going on with your Google account. We'll see what we can do to help.",1.42387E+019,,,,,,
18639,0,0,Google,5/4/20,"@SPLally Hi there. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",5.32321E+018,,,,,,
18640,0,0,Google,5/4/20,"@Grappler_senpai Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",2.9922E+018,,,,,,
18641,0,0,Google,5/4/20,@akashaaxena96 We do want to help. Are you following @Google on Twitter? Try unfollowing &amp, following again. Let us know once you have.,7.55496E+018,,,,,
18642,0,0,Google,5/4/20,"@mistimai Hi Misti. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",9.96429E+018,,,,,,
18643,0,0,Google,5/4/20,@binaryfiend You're welcome. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb.,1.17526E+019,,,,,,
18644,0,0,Google,5/4/20,"@jerryfrankson Mind if we jump in, Jeremy? We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.",7.49814E+018,,,,,,
18645,0,0,Google,5/4/20,@_minnhyeokk You're welcome! Feel free to reach out if you have any other Google account questions in the future.,1.19416E+019,,,,,,
18646,0,0,Google,5/4/20,@the_warrior__ Hmm. Let's see what we can do to help. Look out for a DM with next steps.,1.16059E+018,,,,,,
18647,0,0,Google,5/4/20,@802Roy Hi Roy. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1.30222E+019,,,,,,
18648,0,0,Google,5/4/20,"Searches for “how to teach from home” peaked in 2020. Here’s to all who ensure learning continues. #teacherappreciationweek.

Check out our Teach From Home resources at https://t.co/P8eZ7yab9w https://t.co/JDu14Ey25d",1.27975E+019,,,,,,
18649,0,0,Google,5/4/20,@alicesmith1000 You're welcome. We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMsbBD.,4.92466E+017,,,,,,
18650,0,0,Google,5/4/20,"@itsritaaaaa Hi there. Just to confirm, are you still able to sign into your account? Let us know.",1.80081E+019,,,,,,
18651,0,0,Google,5/4/20,"@AC_Cndrm Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8Xb9IHH.",7.8582E+018,,,,,,
18652,0,0,Google,5/4/20,@subhonita27 We do want to help. Are you following @Google on Twitter? Try unfollowing &amp, following again. Let us know once you have.,7.14816E+018,,,,,
18653,0,0,Google,5/4/20,"@the_warrior__ Hi Josephraj. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccS37R? These tips may help: https://t.co/UHHuDdboid. Let us know.",9.44365E+017,,,,,,
18654,0,0,Google,5/4/20,"@AunDhrae Hi there. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8Xb9IHH.",1.75967E+019,,,,,,
18655,0,0,Google,5/4/20,"@nasiryusuf_ Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",9.67613E+018,,,,,,
18656,0,0,Google,5/4/20,"@7Miee Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8Xb9IHH.",1.25443E+019,,,,,,
18657,0,0,Google,5/4/20,"@MARKLUVZONE Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",1.79073E+019,,,,,,
18658,0,0,Google,5/4/20,@gurleen_1212 Hi Gurleen. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,8.39864E+018,,,,,,
18659,0,0,Google,5/4/20,@shivakad Glad to know you're back in. Feel free to reach out if you have any other Google account questions in the future.,9.58188E+018,,,,,,
18660,0,0,Google,5/4/20,@universalunity3 Hi there. This guide may help recover your account: https://t.co/cmG49R4sWa.,1.11868E+019,,,,,,
18661,0,0,Google,5/4/20,"@NicolasBedard1 Hi Nicolas. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",8.4733E+018,,,,,,
18662,0,0,Google,5/4/20,@Mrigendra_mrig Hi Mrigendra. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,6.40276E+018,,,,,,
18663,0,0,Google,5/4/20,"@AdarshThiya Hi Adarsh. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/nrurccAsgj.",6.88924E+018,,,,,,
18664,0,0,Google,5/4/20,@VodkaShanberry Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,3.28517E+018,,,,,,
18665,0,0,Google,5/4/20,@MarionXbros You're welcome. We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMJN0d.,6.46532E+018,,,,,,
18666,0,0,Google,5/4/20,@SpeedDemon153 Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,9.58875E+018,,,,,,
18667,0,0,Google,5/4/20,@AsitChoukidar Hi Asit. Let's see what we can do to help. Look out for a DM with next steps.,1.08221E+019,,,,,,
18668,0,0,Google,5/4/20,@crackedzyon Hmm. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Keep us posted.,1.00297E+019,,,,,,
18669,0,0,Google,5/4/20,@ExpertNeeds Hi there. Try recovering your username here: https://t.co/TycdhNj4H9. You will need to know the name on the account and one of the recovery options to recover your username. Hope this helps.,4.9955E+017,,,,,,
18670,0,0,Google,5/4/20,"@AlphaFunction_ Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",1.57573E+019,,,,,,
18671,0,0,Google,5/4/20,@HenryProfessor Hi there. Do you have 2-Step Verification enabled? Try these tips if your code isn't arriving: https://t.co/iFT0OBqbkN. Hope this helps.,1.64254E+019,,,,,,
18672,0,0,Google,5/4/20,@rzk33844819 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1.10531E+019,,,,,,
18673,0,0,Google,5/4/20,"@TheTransitMan81 Hi there. Just to confirm, are you still able to sign into your account? Let us know.",6.46882E+018,,,,,,
18674,0,0,Google,5/4/20,@TiaraVae Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,8.7997E+018,,,,,,
18675,0,0,Google,5/4/20,"@bishara_babish Hi Bishara. Just to confirm, are you still able to sign into your account? Let us know.",2.61254E+018,,,,,,
18676,0,0,Google,5/4/20,"@ArchieBoiUwU Mind if we jump in? Just to confirm, are you still able to sign into your Google account? Let us know.",2.21662E+018,,,,,,
18677,0,0,Google,5/4/20,"@MuscleCarRC Hi there. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",1.60934E+019,,,,,,
18678,0,0,Google,5/4/20,@AkshaySigger Hi Akshay. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,2.29783E+018,,,,,,
18679,0,0,Google,5/4/20,@MoniNextDoor Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,9.08872E+018,,,,,,
18680,0,0,Google,5/4/20,@tcarlione Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,5.11772E+018,,,,,,
18681,0,0,Google,5/4/20,@annassaleem28 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,4.90908E+018,,,,,,
18682,0,0,Google,5/4/20,@mashrurmobin Hi Mashrur. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,1.35603E+019,,,,,,
18683,0,0,Google,5/4/20,"@UmamaLeaks Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",1.64964E+019,,,,,,
18684,0,0,Google,5/4/20,@ciroiriarte Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,4.96266E+018,,,,,,
18685,0,0,Google,5/4/20,@talkingspinach Hi there. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,8.02788E+018,,,,,,
18686,0,0,Google,5/4/20,@SatyaranjanGha6 Hi Satyaranjan. Let's see what we can do to help. Look out for a DM with next steps.,5.19894E+018,,,,,,
18687,0,0,Google,5/4/20,"@knows_stan Hi there. Just to confirm, are you still able to sign into your account? Let us know.",8.94804E+018,,,,,,
18688,0,0,Google,5/4/20,"@Rennsie Hi there. Just to confirm, are you still able to sign into your account? Let us know.",9.27297E+018,,,,,,
18689,0,0,Google,5/4/20,"@SalemDhulaie Hi Salem. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",6.68379E+017,,,,,,
18690,0,0,Google,5/4/20,@GmyzenskiArt Hi there. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,3.56633E+018,,,,,,
18691,0,0,Google,5/4/20,"@aaranspencil Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.433E+019,,,,,,
18692,0,0,Google,5/4/20,@LovenessNtswalo Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,1.91292E+018,,,,,,
18693,0,0,Google,5/4/20,@Gen_Connolly Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,3.05259E+018,,,,,,
18694,0,0,Google,5/4/20,@weedo_ Hi Sante. Try these tips if you're having issues with 2-Step Verification: https://t.co/iFT0OBqbkN. Keep us posted.,7.82519E+018,,,,,,
18695,0,0,Google,5/4/20,@cavacaxke Hi Shara. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,3.64109E+018,,,,,,
18696,0,0,Google,5/4/20,@rajdks2295 Hi there. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Keep us posted.,5.44323E+018,,,,,,
18697,0,0,Google,5/4/20,@booka1997 Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,1.12776E+019,,,,,,
18698,0,0,Google,5/4/20,"@areum_dowoon Hi there. Just to confirm, are you still able to sign into your account? Let us know.",1.80923E+019,,,,,,
18699,0,0,Google,5/4/20,"@boricua11221 Thanks for raising this issue, Khive. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",9.30376E+018,,,,,,
18700,0,0,Google,5/4/20,@Debsourabh You're welcome! We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMJN0d.,1.06235E+019,,,,,,
18701,0,0,Google,5/4/20,@DreamyyLou Hi there. Is this an education account? We suggest contacting your school's IT admin for next steps.,1.74604E+019,,,,,,
18702,0,0,Google,5/4/20,@techtalksandmor Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,8.38882E+018,,,,,,
18703,0,0,Google,5/4/20,"@wolorsdotcom Hi there. Just to confirm, have you already tried recovering your account by completing the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",3.13094E+018,,,,,,
18704,0,0,Google,5/4/20,@FluffiKitty Mind if we jump in? We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,1.07081E+019,,,,,,
18705,0,0,Google,5/4/20,@MohitMishra20 Hi Mohit. Let's see what we can do to help. Look out for a DM with next steps.,9.54534E+018,,,,,,
18706,0,0,Google,5/4/20,@AditiGupta1609 Hi Aditi. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,5.2118E+018,,,,,,
18707,0,0,Google,5/4/20,@AveryCaseyx Hi Vanessa. Try recovering your username here: https://t.co/TycdhNj4H9. You will need to know the name on the account and one of the recovery options to recover your username. Hope this helps.,1.60588E+019,,,,,,
18708,0,0,Google,5/4/20,"@Pimpy3000 Thanks for raising this issue, Marie. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",6.82593E+018,,,,,,
18709,0,0,Google,5/4/20,"@Travell95661207 Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",1.72601E+019,,,,,,
18710,0,0,Google,5/4/20,"@antisubliminal Thanks for raising this issue, Pedro. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",1.48433E+019,,,,,,
18711,0,0,Google,5/4/20,"@jonasxclifford Hi Sophie. Just to confirm, are you still able to sign into your account? Let us know.",6.75048E+018,,,,,,
18712,0,0,Google,5/4/20,"@SEHUNCEPTI0N Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",3.5452E+018,,,,,,
18713,0,0,Google,5/4/20,@syagabs Hi Abhishek. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,2.82004E+018,,,,,,
18714,0,0,Google,5/4/20,"@Neko_chaaaaann Hi there. Just to confirm, are you still able to sign into your account? Let us know.",5.34225E+018,,,,,,
18715,0,0,Google,5/5/20,@SC_TOTY @GoogleForEdu https://t.co/SWmkbb0jxZ,3.37557E+018,,,,,,
18716,0,0,Google,5/5/20,"@KrisMercury Hi. Even if you went over your quota, your Google account is still active and no files will be deleted. Learn more about what happens when your plan is cancelled here: https://t.co/WnOY6KXFjl. You can renew your membership at https://t.co/KyjQlYliQl. Hope that help!",2.45418E+018,,,,,,
18717,0,0,Google,5/5/20,"Everyone wins with this bingo card – students, teachers and parents. 

We love to see how you all are staying creative while you #stayhome. https://t.co/rmBQidZn9s",1.68648E+019,,,,,,
18718,0,0,Google,5/5/20,@MLBNetwork Now that's how you win at backyard baseball 🏡⚾ #staycreative,8.27968E+018,,,,,,
18719,0,0,Google,5/5/20,"@MLBNetwork It doesn’t take a @mlb pro to play, but it’s nice to get these pro tips. ⚾ 💪",1.80098E+019,,,,,,
18720,0,0,Google,5/5/20,@MLBNetwork Play ball! You can still have fun while you #stayhome with some curiosity and a quick search. ⚾,1.06544E+019,,,,,,
18721,0,0,Google,5/5/20,"@FirstInStLouis Thanks for sharing your classroom's virtual day at the aquarium, Miss St. Louis! 👀 spy at least one scuba diver.",1.35679E+019,,,,,,
18722,0,0,Google,5/5/20,"Like many of us, Googlers Alan Mclean and Jennifer Daniel are navigating their new at-home life balancing work and family. They’ve found that being compassionate with themselves and others has helped—and maybe a little extra screen time for the kids → https://t.co/WQkFILNUSO https://t.co/PbHK2W5kLv",6.64235E+018,,,,,,
18723,0,0,Google,5/5/20,"@vinitschheda Hi Vinit. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.57244E+019,,,,,,
18724,0,0,Google,5/5/20,@Sarika89730229 Hi Sarika. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,9.92922E+018,,,,,,
18725,0,0,Google,5/5/20,"@Aarti32773969 Hi Aarti. Just to confirm, are you still able to sign into your account? Let us know.",1.6033E+019,,,,,,
18726,0,0,Google,5/5/20,@Sten_Rs Hi Sten. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,8.87299E+018,,,,,,
18727,0,0,Google,5/5/20,"@mier_nick Hi Nick. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",1.04771E+019,,,,,,
18728,0,0,Google,5/5/20,"“How do teachers do it?” 
👆Searches for this query are at an all-time high.

🙏Today &amp; every day we thank teachers for their role in shaping future generations. 

👉And for parents, we got you too. Get our Teach From Home resources → https://t.co/P8eZ7yab9w
#ThankATeacher https://t.co/GXjyp2A2nB",9.44309E+018,,,,,,
18729,0,0,Google,5/5/20,"@ashlesh_upadhya Hi Ashlesh. We suggest contacting the appeals team: https://t.co/BpDkakbVpP. If you don't know the password on your account, you can recover it here: https://t.co/nrurccAsgj. We hope this gets resolved soon.",1.35941E+019,,,,,,
18730,0,0,Google,5/5/20,@MS_Al_Ghamdi Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1.1737E+019,,,,,,
18731,0,0,Google,5/5/20,@MariamTechHR100 Hi Mariam. Let's see what we can do to help. Look out for a DM with next steps.,6.41912E+018,,,,,,
18732,0,0,Google,5/5/20,@keyur1094 Hi Keyur. We suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,1.43119E+019,,,,,,
18733,0,0,Google,5/5/20,@Afsar90208488 Hi Afsar. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1.00017E+018,,,,,,
18734,0,0,Google,5/5/20,@HwasaMy You're welcome. Feel free to reach out if you have any other Google questions questions in the future.,4.8472E+018,,,,,,
18735,0,0,Google,5/5/20,@AishahAlGhuneem Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,8.64476E+017,,,,,,
18736,0,0,Google,5/5/20,@subtweetgio Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1.25954E+019,,,,,,
18737,0,0,Google,5/5/20,@lizzyearnshaw7 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,8.42875E+018,,,,,,
18738,0,0,Google,5/5/20,"@Pkumar412 Hi Prashanth. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",1.55697E+019,,,,,,
18739,0,0,Google,5/5/20,@JatinKu72344572 Hi again. Let's see what we can do to help. Look out for a DM with next steps.,1.76841E+019,,,,,,
18740,0,0,Google,5/5/20,"@BARBUSIAA Hi there. If there's something different about how you're signing in, we may need to verify it's you. For more information or issues verifying, see https://t.co/1HeXzYymL2. Hope this helps.",1.11786E+019,,,,,,
18741,0,0,Google,5/5/20,@netionalist_om Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,5.68401E+018,,,,,,
18742,0,0,Google,5/5/20,"@PankajM53883812 Hi Pankaj. Just to confirm, have you already tried recovering your Google account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",1.38368E+019,,,,,,
18743,0,0,Google,5/5/20,"@tarttyy Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",1.50643E+019,,,,,,
18744,0,0,Google,5/5/20,@MilviaWright You're welcome. We suggest making sure your recovery options are up-to-date for the future: https://t.co/lAebnMJN0d.,6.73123E+018,,,,,,
18745,0,0,Google,5/5/20,"@Plasmacuno Mind if we jump in, Ben? Thanks for raising this issue. We're sorry this may have caused stress. If you see this notice you can ignore it &amp; rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",8.66308E+018,,,,,,
18746,0,0,Google,5/5/20,"@jorenmartijn Mind if we jump in? Thanks for raising this issue. We're sorry this may have caused stress. If you see this notice you can ignore it &amp; rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",1.83247E+018,,,,,,
18747,0,0,Google,5/5/20,@amberg_1307 Hi there. Try clearing the cache of the Google app to fix the Assistant: Go to device Settings &gt, Apps &gt, Google &gt, Storage &gt, Clear Cache. Let us know if that helps.,8.29858E+017,,
18748,0,0,Google,5/5/20,@MayankG101 Hi Mayank. Let's see what we can do to help. Look out for a DM with next steps.,6.2143E+018,,,,,,
18749,0,0,Google,5/5/20,@MayankA82508987 Hi Mayank. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,9.59837E+018,,,,,,
18750,0,0,Google,5/5/20,@MayankP06503173 Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,6.73464E+018,,,,,,
18751,0,0,Google,5/5/20,@Andersonnelson1 Hi there. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,8.45216E+018,,,,,,
18752,0,0,Google,5/5/20,@RMunqaad Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1.39383E+018,,,,,,
18753,0,0,Google,5/5/20,"@MikeMohammad6 Hi Mike. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",8.7071E+018,,,,,,
18754,0,0,Google,5/5/20,"@WitcherExotics Hi there, this kind of unexpected behavior can sometimes be caused by unwanted ads, pop-ups &amp; malware. Here's some helpful info on what's going on and how to address it (specific to Chrome browser): https://t.co/ZQc1hUv8YG. Keep us posted.",8.83939E+018,,,,,,
18755,0,0,Google,5/5/20,"@KushalMJJ Thanks for letting us know,Kushal. This issue was addressed with the latest update of the Google App, can you please ensure your Google App is up to date in the Play Store and let us know if this continues to happen after the update? Thanks in advance!",1.78728E+019,,,,,,
