floyd_stance,floyd_followup,username,date,text,tweet_id
0,0,Google,2020-06-05,@SimplyAsher_ Hi Ash. We'd suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1268860829866299392
0,0,Google,2020-06-05,"@glasscake Thanks for raising this issue, James. We're sorry this may have caused stress. If you see this notice, you can ignore the message and rest assured that your account is secured by many layers of additional, automatic protections. We'll be improving this in the coming weeks.",t1268860579692924929
0,0,Google,2020-06-05,"@DimitriDior Hmm. We suggest contacting the appeals team: https://t.co/BpDkakbVpP. If you don't know the password on your account, you can recover it here: https://t.co/nrurccAsgj. We hope this gets resolved soon.",t1268860128322891778
0,0,Google,2020-06-05,"@isick_01 Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1268859767772065794
0,0,Google,2020-06-05,"@theASMoser Hi there. This guide may help: https://t.co/VRPMm6xAcH. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb.",t1268859590847979521
0,0,Google,2020-06-05,@krystal_osmond Hi Krystal. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268859267966263296
0,0,Google,2020-06-05,"@ShubhamParidwal Hi Shubham. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268858673348186115
0,0,Google,2020-06-05,"@indoordandelion Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1268854401571213312
0,0,Google,2020-06-05,"@amyhopIey Hi Amy. Just to confirm, are you still able to sign into your Google account? Let us know.",t1268854383657267201
0,0,Google,2020-06-05,"@Brett_A11 Hi Brett. If she sends us a tweet, we'll see what we can do to help. In the meantime, make sure she's completed the steps at https://t.co/nrurccAsgj.",t1268853797406814208
0,0,Google,2020-06-05,@nuclear_winters Hmm. Let's see what we can do to help. Look out for a DM with next steps.,t1268853278743371777
0,0,Google,2020-06-05,"@megmiranda_ Mind if we jump in, Miranda? Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268852611119222784
0,0,Google,2020-06-05,"@shubhamjagdale Hi Shubham. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/nrurccAsgj.",t1268851305294020614
0,0,Google,2020-06-05,@mimibenson_ Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268850064975433730
0,0,Google,2020-06-05,@SmileyShanice22 Hmm. We'd suggest posting to our YouTube Help community to get the best help for your question: https://t.co/5OkHWYDkYY. Hope this gets resolved soon.,t1268843067295109120
0,0,Google,2020-06-05,@VAMPJ00N You're welcome. We'd suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb.,t1268835537256923136
0,0,Google,2020-06-05,"@suri_myth Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268826814379692033
0,0,Google,2020-06-05,"@haesluv Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1268822846987534342
0,0,Google,2020-06-05,"@AFilipop Hi there. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268813966702268417
0,0,Google,2020-06-05,@Koliwada2 Hi Sachin. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1268813591664365569
0,0,Google,2020-06-05,@sis77s Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268812693462568960
0,0,Google,2020-06-05,@ImKashJones Hi Kash. Do you have 2-Step Verification enabled? Try these tips if you're unable to receive a code: https://t.co/iFT0OBqbkN. Keep us posted.,t1268811585692336130
0,0,Google,2020-06-05,"@skellywheeze Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268811339780239360
0,0,Google,2020-06-05,"@Sebasti90529004 Hi Sebastian. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",t1268810967133106176
0,0,Google,2020-06-05,"@taysnew Hi there. This guide may help you log out from remote devices (see ""Sign out from another computer""): https://t.co/6uJaisC6Zh.",t1268810169145851907
0,0,Google,2020-06-05,@rahulkumar5392 Hi Rahul. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268809723043864576
0,0,Google,2020-06-05,"@Lynn_1029J Hi there. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1268807492794015744
0,0,Google,2020-06-05,@YADAVGIRISHCHA1 Hi Girish. Let's see what we can do to help. Look out for a DM with next steps.,t1268807298878787585
0,0,Google,2020-06-05,"@jsanjeev0 Hi there. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268806949224828928
0,0,Google,2020-06-05,@Sundays43730310 Hi there. Did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1268805890154602496
0,0,Google,2020-06-05,@malissataylor Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268805351727599616
0,0,Google,2020-06-05,"@CMPhotography29 Hi there. If she sends us a tweet, we'll see what we can do to help. In the meantime, make sure she's completed the steps at https://t.co/nrurccAsgj.",t1268804273078501381
0,0,Google,2020-06-05,@lemonteuli Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268803051139272704
0,0,Google,2020-06-05,@JJTampaDJ Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268802911779336192
0,0,Google,2020-06-05,@Rudransh_Mhatre Hi Akshay. This guide may help restore your contacts: https://t.co/sv8TAQ0Q0u.,t1268801705229135873
0,0,Google,2020-06-05,@jrnssoni Hi Jitendra. Let's see what we can do to help. Look out for a DM with next steps.,t1268778147123773441
0,0,Google,2020-06-05,@SekharGhose Hmm. We do want to help. We'd need to confirm if you've completed these steps to regain access to your Google account: https://t.co/UHHuDcTNqF. Keep us posted.,t1268777911546503168
0,0,Google,2020-06-05,"@realManojGarg Hi Manoj. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/nrurccAsgj.",t1268777612782034944
0,0,Google,2020-06-05,@langdaleca Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1268776962346094593
0,0,Google,2020-06-05,"@btarthurs Hmm. This guide may help: https://t.co/VRPMm6xAcH. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb.",t1268775634312073216
0,0,Google,2020-06-05,@Kamlesh92887673 Hi Kamlesh. Let's see what we can do to help. Look out for a DM with next steps.,t1268775443710251010
0,0,Google,2020-06-05,"@kalpanadravid Glad you're happy with the experience, Kalpana. Keep us posted with additional thoughts on Google Search.",t1268775085860704257
0,0,Google,2020-06-05,"@Aparna04539771 Hi Aparna. Just to confirm, are you still able to sign into your account? Let us know.",t1268774041453764608
0,0,Google,2020-06-05,@Gauravrauniyar0 Hi Gaurav. Let's see what we can do to help. Look out for a DM with next steps.,t1268773749517684736
0,0,Google,2020-06-05,"@ralphabolaji Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1268773342716276737
0,0,Google,2020-06-05,"@RewardCr Mind if we jump in? Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1268773055465168896
0,0,Google,2020-06-05,"@arsyilahafiza4 Hi Arsyaa. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1268772724274597889
0,0,Google,2020-06-05,@doraemonextra Hi Amira. Let's see what we can do to help. Look out for a DM with next steps.,t1268771632702726145
0,0,Google,2020-06-05,@VijayMalakar97 Hi Vijay. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268764374728146945
0,0,Google,2020-06-05,@AnandTr67042979 Hi Anand. Let's see what we can do to help. Look out for a DM with next steps.,t1268764152945917953
0,0,Google,2020-06-05,@shellbeesade Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268763454057349120
0,0,Google,2020-06-05,@JamolEli Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1268759967336628224
0,0,Google,2020-06-05,@GabrielEmail123 Hi Gabriel. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1268759636934623232
0,0,Google,2020-06-05,"@c6244d36c857435 Ah, it may not be working. Are you following @Google on Twitter? Try unfollowing &amp; following again. Let us know once you have.",t1268753462654885888
0,0,Google,2020-06-05,@sophierisner Hi Sophie. There are a few reasons this may be happening. See here for more information: https://t.co/Mz0VAZvJpR. Hope this helps.,t1268753172576772097
0,0,Google,2020-06-08,"#DearClassof2020: ""Be open … be impatient … be hopeful. If you can do that, history will remember the Class of 2020 not for what you lost, but for what you changed."" 

Here's CEO @SundarPichai's address to the graduating class of 2020 → https://t.co/5DsLbE8vi6 https://t.co/pJxNEEfB98",t1270089516670427136
0,0,Google,2020-06-08,@cryptobhomik Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270049487940190211
0,0,Google,2020-06-08,"@fazellmarashi Hi there. Just to confirm, did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1270046802549575680
0,0,Google,2020-06-08,@elizabethrtab Hi Elizabeth. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1270042771223654402
0,0,Google,2020-06-08,"@henalshah1992 Mind if we jump in, Henal? We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.",t1270041755333902342
0,0,Google,2020-06-08,"@n_leylah Mind if we jump in? Just to confirm, are you still able to sign into your Google account? Let us know.",t1270040847556530176
0,0,Google,2020-06-08,"@MasaiTheMaster Hi there. If he sends us a tweet, we'll see what we can do to help. In the meantime, make sure he's completed the steps at https://t.co/nrurccAsgj.",t1270040019265298433
0,0,Google,2020-06-08,@BoysWithNature1 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,t1270037260243742720
0,0,Google,2020-06-08,"@DW_Negaduck Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1270034399594151937
0,0,Google,2020-06-08,@VikramS73665476 Hi Vikram. Let's see what we can do to help. Look out for a DM with next steps.,t1270028955576414208
0,0,Google,2020-06-08,"@Ravindr10252662 Hi Ravindra. Just to confirm, are you still able to sign into your account at https://t.co/cWcyLVVO5e? Let us know.",t1270028367157436416
0,0,Google,2020-06-08,@SYLVIAH72218421 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270027010522451968
0,0,Google,2020-06-08,@HlongoaneLeslie You're welcome! Feel free to reach out if you have any other Google account questions in the future.,t1270021543389773839
0,0,Google,2020-06-08,"@mitheshge Hi there. Just to confirm, have you already tried recovering your account by completing the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1270019908307484675
0,0,Google,2020-06-08,"@NaaaPeruSiva @ishanagarwal24 Hi, Siva. Google One is a plan for expanded storage that includes extra benefits to help you get more out of Google. You can learn more at https://t.co/KyjQlYliQl and let us know if you have other questions! Thanks.",t1270016506907316224
0,0,Google,2020-06-08,@sanaul1990 Hi Sanaul. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1270003904730796032
0,0,Google,2020-06-08,"@VIDtweetshere Hi, there. There are some types of accounts and some countries that aren't yet eligible for Google One. Check this post for more information: https://t.co/DLAhrWx5ze. Thanks.",t1270002815549702144
0,0,Google,2020-06-08,@bbhdoII Hi there. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1270001965955780608
0,0,Google,2020-06-08,"@LANGATMIKE Hi there. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/ptz8XaS7Q9.",t1269998896824160257
0,0,Google,2020-06-08,@Munnala32532572 Hi Munnalal. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1269995093945208832
0,0,Google,2020-06-08,@Mahdi_Mokhi Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1269989361300488193
0,0,Google,2020-06-08,@teacherpiola Hi there. You may need to use another number for verification. More info: https://t.co/Ho3VLwquwk. Hope this helps.,t1269987942027624451
0,0,Google,2020-06-08,@Aparna04539771 Hmm. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Keep us posted.,t1269985761656528897
0,0,Google,2020-06-08,@AdilurRahman17 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1269968625198383109
0,0,Google,2020-06-08,@vinodhkarati Hi Vinodh. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1269967265652498433
0,0,Google,2020-06-08,"@ASTROZOMBIIES Hi there. This guide may help: https://t.co/VRPMm6xAcH. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb.",t1269960716955594753
0,0,Google,2020-06-08,"@fucktvlerjoseph Hi there. This guide may help: https://t.co/VRPMm6xAcH. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb.",t1269957708553375745
0,0,Google,2020-06-08,@KRavidassia Hi Sanjay. Did you try resetting your password by completing the steps on this page: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1269946737847873536
0,0,Google,2020-06-08,@imKarishmaPatel Hi Karishma. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1269943492463276032
0,0,Google,2020-06-08,"@bwoy_drip Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",t1269933542311694336
0,0,Google,2020-06-08,"@Really_Sharon Hi there. Just to confirm, have you already tried recovering your account by completing the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1269931988045234177
0,0,Google,2020-06-08,"@Aamit_Shunkuta Mind if we jump in, Amit? Thanks for your feedback. We've asked our product team to see what's going on here and we'll get back to you shortly. Stay tuned!",t1269931265790103554
0,0,Google,2020-06-08,@M0ther0fCats Hi Shannon. Thanks for your feedback. We've asked our product team to see what's going on here and we'll get back to you shortly. Stay tuned!,t1269930970544771074
0,0,Google,2020-06-08,"@krisc334 Hi Kris. Just to confirm, are you able to sign into your account on another device/browser? Let us know.",t1269930004764405760
0,0,Google,2020-06-08,"@voiceofpanipat Hi there. Just to confirm, have you already tried recovering your account by completing the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1269926685199212546
0,0,Google,2020-06-08,"@polvriize Hi there. Just to confirm, are you still able to sign into your Google account? Let us know.",t1269924034042609671
0,0,Google,2020-06-08,@NicoleCairns1D Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1269921591804203008
0,0,Google,2020-06-08,"@crabbydawonie Hi there. Without revealing your email address, tell us more about what's going on with your Google account. We'll see what we can do to help.",t1269921160570994688
0,0,Google,2020-06-08,@RSVINVESTMENTS Hi Vishal. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1269920153007009797
0,0,Google,2020-06-08,@Rikesh_Mistry Hmm. Did you try updating your photo at https://t.co/Opl83WwfMT? Let us know if that helps.,t1269918850855899136
0,0,Google,2020-06-08,"@175ab88aa43b435 Mind if we jump in, Raunak? Voice match is intended to recognize your voice so that you can get personalized results (e.g. from your Calendar or Reminders), but it will still respond to voices other than yours if it hears 'Hey Google"" or ""OK Google"". Hope this helps.",t1269898636558770178
0,0,Google,2020-06-08,@muthurajav1993 Hi there. Try clearing the cache of the Google app to fix the Assistant: Go to device Settings &gt; Apps &gt; Google &gt; Storage &gt; Clear Cache. Let us know if that helps!,t1269893588164452352
0,0,Google,2020-06-08,"@aDavidMurray Mind if we jump in, David? Could you please tell us more about what's going on with your Google Assistant? We'll see what we can do to help.",t1269881386216960000
0,0,Google,2020-06-08,@rose_marie Hi there. Could you please tell us more about what's going on with your Google Search? We'll see what we can do to help.,t1269864474795749377
0,0,Google,2020-06-08,"@mirzaontawheed Hey Mirza, we're working on it! Many Google apps turn dark if the system theme is set to ""dark"", are the specific apps you'd like to see dark mode on that don't currently have it? Thanks for your feedback!",t1269863913639890945
0,0,Google,2020-06-08,@kvasmj Hi Michael. Thanks for letting us know about this. We've asked our product team to see what's going on here and we'll get back to you shortly. Stay tuned!,t1269863571900575745
0,0,Google,2020-06-08,"@HoliPoly Glad to hear that, feel free to reach out if you have any other Google Assistant questions in the future.",t1269852304951427072
0,0,Google,2020-06-08,"@RainbowRam101 Hi there, thanks for the suggestion! Our product team is always looking for feedback. You can submit this idea in-app by tapping the Account icon on top right &gt; Send feedback.",t1269852098973351936
0,0,Google,2020-06-08,@ThomasSmailus That's great feedback - thank you for the insight. We'll pass this on to our product team. Thanks again!,t1269850243312607232
0,0,Google,2020-06-08,"@kellyskeller Hey Kelly, we can confirm this is not currently possible but we have heard user feedback around this and hope to add this capability in the future. Hope it helps!",t1269843196697350144
0,0,Google,2020-06-09,"@AshuriReddo Hi there. This guide may help: https://t.co/VRPMm6xAcH. If something looks out-of-line, we suggest adding extra layers of security to your Google Account with these tips: https://t.co/k6X4NghPTb.",t1270417474446557186
0,0,Google,2020-06-09,@O_oFranksGames Hmm. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1270417252479840262
0,0,Google,2020-06-09,@JoshuaB16718073 Hi Joshua. We're sorry to hear that. We'd suggest going through this article to review your options: https://t.co/L0mT0ycrOX. Hope this helps.,t1270416655231918081
0,0,Google,2020-06-09,@sarah_montyyy Hi Sarah. Let's see what we can do to help. Look out for a DM with next steps.,t1270413862504988674
0,0,Google,2020-06-09,@kaleigh_hansen Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270413199288995843
0,0,Google,2020-06-09,@ishikusui Hi Dylan. This guide may answer your question on Brand Accounts: https://t.co/dkalmlUpnN? Hope this helps.,t1270413026009780224
0,0,Google,2020-06-09,@ntmycapaldi Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270412041472393219
0,0,Google,2020-06-09,@NoahOskow Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270410786003804171
0,0,Google,2020-06-09,"@HigherLXNG Hmm. Just to confirm, have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.",t1270405919487254528
0,0,Google,2020-06-09,"@Prashan56694343 Mind if we jump in, Prashant? Just to confirm, are you still able to sign into your Google account? Let us know.",t1270404849193156618
0,0,Google,2020-06-09,@RockstarRaviku8 Hi Ravi. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,t1270404314314559488
0,0,Google,2020-06-09,@Madhavi99618187 We do want to help. Please follow @Google and let us know when you have so we can share next steps.,t1270403254539730946
0,0,Google,2020-06-09,@Oso75592541 Hi there. Have you already tried recovering your account by completing the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1270402649377161221
0,0,Google,2020-06-09,"@henrymcm22 Hi there. Just to confirm, are you able to sign into your account at https://t.co/cWcyLVVO5e? Let us know.",t1270401247087071233
0,0,Google,2020-06-09,"@BrunkenQuinten Hi there. Without revealing your email address, tell us more about what's going on with your account. We'll see what we can do to help.",t1270392837000105987
0,0,Google,2020-06-09,@ASH_HAYABUSA Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270392010885734400
0,0,Google,2020-06-09,@ClassicCasinoCD Hi there. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,t1270391031696183298
0,0,Google,2020-06-09,@MattSoares2 Hmm. We suggest adding extra layers of security to your account with these tips: https://t.co/k6X4NghPTb. Hope this helps.,t1270389471599644672
0,0,Google,2020-06-09,"@0urTube Hi there. Just to confirm, are you able to sign into your account now? Let us know.",t1270384780014690304
0,0,Google,2020-06-09,@KRavidassia Hmm. Let's see what we can do to help. Look out for a DM with next steps.,t1270337482270408704
0,0,Google,2020-06-09,@jdix003 Hi James. Have you already tried recovering your account using the steps here: https://t.co/nrurccAsgj? These tips may help: https://t.co/UHHuDcTNqF. Let us know.,t1270308459909652482
0,0,Google,2020-06-09,"@seokjinmilf Hi there. Just to confirm, are you still able to sign into your account? Let us know.",t1270307459308097536
0,0,Google,2020-06-09,"@minefun33 Hi there. We suggest contacting the appeals team: https://t.co/BpDkakbVpP. If you don't know the password on your account, you can recover it here: https://t.co/nrurccAsgj. We hope this gets resolved soon.",t1270307119544352769
0,0,Google,2020-06-09,@Kannadiga71 Glad you're happy with the experience. Keep us posted with additional thoughts on Google Assistant.,t1270293870102880260
0,0,Google,2020-06-09,@NammaMudhola Glad you're happy with the experience. Keep us posted with additional thoughts on Google Assistant.,t1270293620558647304
0,0,Google,2020-06-09,@Frost_Kuji Hi there. Read more about how to customize your feed in the Google app: https://t.co/0nR5WglxaS. Let us know if that helps.,t1270293333085224961
